"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"岩手県","釜石市","032115","17-1-000","公共下水道","法適用","R6","94.5498","178.7786","189.084","5.8","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","紫波町","033219","17-1-000","公共下水道","法適用","R6","91.6771","178.4349","194.6341","9.1","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","久慈市","032077","17-1-000","公共下水道","法適用","R6","91.0774","184.0153","202.0428","9.8","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","葛巻町","033022","17-5-000","農業集落排水","法適用","R6","90.016","144.8264","160.8896","11.1","経費回収率90%以上100%未満","比較対象外","ok",""
"岩手県","大船渡市","032034","17-1-000","公共下水道","法適用","R6","89.3612","186.2253","208.3961","11.9","経費回収率80%以上90%未満","施行年月日が変化（1事業）｜公共下水道 R5 2014年4月1日 → R6 2024年4月1日","ok",""
"岩手県","遠野市","032085","17-1-000","公共下水道","法適用","R6","88.7589","169.9436","191.4664","12.7","経費回収率80%以上90%未満","施行年月日が変化（2事業）｜公共下水道 R5 2005年10月1日 → R6 2024年10月1日／特定環境保全公共下水道 R5 2005年10月1日 → R6 2024年10月1日","ok",""
"岩手県","平泉町","034029","17-1-000","公共下水道","法適用","R6","78.7404","174.0192","221.0037","27.0","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","八幡平市","032140","17-1-000","公共下水道","法適用","R6","66.6264","155.2986","233.0887","50.1","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"岩手県","陸前高田市","032107","17-1-000","公共下水道","法適用","R6","64.3015","190.7521","296.6524","55.5","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","岩泉町","034835","17-1-000","公共下水道","法適用","R6","60.5142","151.9844","251.1547","65.3","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","洋野町","035076","17-4-000","特定環境保全公共下水道","法適用","R6","60.1816","205.1594","340.9008","66.2","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","田野畑村","034843","17-4-000","特定環境保全公共下水道","法適用","R6","60.0698","185.7605","309.2413","66.5","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","九戸村","035068","17-4-000","特定環境保全公共下水道","法適用","R6","59.121","147.4119","249.3394","69.1","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","山田町","034827","17-1-000","公共下水道","法適用","R6","50.1684","141.8211","282.69","99.3","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","岩手町","033031","17-1-000","公共下水道","法適用","R6","41.5809","148.3679","356.8178","140.5","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","大槌町","034614","17-1-000","公共下水道","法適用","R6","38.1277","132.3182","347.0394","162.3","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","野田村","035033","17-1-000","公共下水道","法適用","R6","37.124","177.5746","478.3288","169.4","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","軽米町","035017","17-4-000","特定環境保全公共下水道","法適用","R6","32.1727","232.5106","722.6951","210.8","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"岩手県","普代村","034851","17-6-000","漁業集落排水","法適用","R6","31.9087","208.0863","652.1294","213.4","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"岩手県","西和賀町","033669","17-4-000","特定環境保全公共下水道","法適用","R6","31.0201","155.3551","500.821","222.4","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
