"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"大分県","臼杵市","442062","17-1-000","公共下水道","法適用","R6","118.4397","164.3315","138.7469","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","豊後高田市","442097","17-1-000","公共下水道","法適用","R6","100","151.3059","151.3059","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","宇佐市","442119","17-1-000","公共下水道","法適用","R6","100","151.8287","151.8287","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","日田市","442046","17-1-000","公共下水道","法適用","R6","99.9926","156.4482","156.4597","0.0","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","日出町","443417","17-1-000","公共下水道","法適用","R6","99.3265","149.0822","150.0931","0.7","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"大分県","佐伯市","442054","17-1-000","公共下水道","法適用","R6","98.586","147.549","149.6652","1.4","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","国東市","442143","17-1-000","公共下水道","法適用","R6","98.1142","162.9401","166.0719","1.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","大分市","442011","17-1-000","公共下水道","法適用","R6","97.7515","154.5512","158.1063","2.3","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"大分県","中津市","442038","17-1-000","公共下水道","法適用","R6","95.4095","172.3732","180.6666","4.8","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","別府市","442020","17-1-000","公共下水道","法適用","R6","84.3384","102.2807","121.2741","18.6","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"大分県","杵築市","442101","17-1-000","公共下水道","法適用","R6","84.3152","138.2357","163.9511","18.6","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"大分県","津久見市","442071","17-1-000","公共下水道","法適用","R6","60.0064","157.4824","262.4426","66.6","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"大分県","豊後大野市","442127","17-4-000","特定環境保全公共下水道","法適用","R6","57.7947","185.0904","320.2551","73.0","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"大分県","竹田市","442089","17-5-000","農業集落排水","法適用","R6","53.0095","197.1163","371.8509","88.6","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"大分県","姫島村","443221","17-4-000","特定環境保全公共下水道","法非適用","R6","51.0859","112.2745","219.7759","95.7","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"大分県","由布市","442135","17-5-000","農業集落排水","法非適用","R6","24.9196","141.2246","566.7214","301.3","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
