"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"群馬県","高崎市","102024","17-1-000","公共下水道","法適用","R6","119.0103","122.8086","103.1916","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"群馬県","館林市","102075","17-1-000","公共下水道","法適用","R6","100","156.492","156.492","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","明和町","105228","17-1-000","公共下水道","法適用","R6","97.173","160.7509","165.4275","2.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","藤岡市","102091","17-1-000","公共下水道","法適用","R6","96.2868","108.1364","112.3066","3.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","草津町","104264","17-1-000","公共下水道","法適用","R6","95.8662","99.5504","103.8431","4.3","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","東吾妻町","104299","17-1-000","公共下水道","法適用","R6","95.6191","160.9844","168.3601","4.6","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","桐生市","102032","17-1-000","公共下水道","法適用","R6","93.8022","140.7034","150","6.6","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"群馬県","高山村","104281","17-5-000","農業集落排水","法適用","R6","92.8588","117.2397","126.2558","7.7","経費回収率90%以上100%未満","比較対象外","ok",""
"群馬県","大泉町","105244","17-1-000","公共下水道","法適用","R6","90.2882","179.0218","198.2782","10.8","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","邑楽町","105252","17-1-000","公共下水道","法適用","R6","89.8872","181.7665","202.2161","11.3","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","神流町","103675","18-0-000","特定地域生活排水処理施設","法適用","R6","86.7574","252.978","291.5922","15.3","経費回収率80%以上90%未満","比較対象外","ok",""
"群馬県","嬬恋村","104256","17-4-000","特定環境保全公共下水道","法適用","R6","83.4693","167.2104","200.3256","19.8","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","安中市","102113","17-1-000","公共下水道","法適用","R6","82.2271","123.3404","149.9998","21.6","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","甘楽町","103845","17-1-000","公共下水道","法適用","R6","81.6775","123.0342","150.6342","22.4","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"群馬県","みどり市","102121","17-1-000","公共下水道","法適用","R6","80.011","123.5809","154.4549","25.0","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"群馬県","太田市","102059","17-1-000","公共下水道","法適用","R6","78.6492","117.9739","150","27.1","経費回収率80%未満・使用料単価150円/m³未満","施行年月日が変化（2事業）｜公共下水道 R5 2010年4月1日 → R6 2024年4月1日／特定環境保全公共下水道 R5 2010年4月1日 → R6 2024年4月1日","ok",""
