"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","公式改定情報","データ品質","品質注記"
"岐阜県","安八町","213837","17-1-000","公共下水道","法適用","R6","122.5369","163.4883","133.4197","0.0","経費回収率100%以上","未登録","ok",""
"岐阜県","笠松町","213039","17-1-000","公共下水道","法適用","R6","118.6891","149.1267","125.6449","0.0","経費回収率100%以上","未登録","ok",""
"岐阜県","岐阜市","212016","17-1-000","公共下水道","法適用","R6","106.7345","144.281","135.1775","0.0","経費回収率100%以上","未登録","ok",""
"岐阜県","各務原市","212130","17-1-000","公共下水道","法適用","R6","103.4226","146.5288","141.6797","0.0","経費回収率100%以上","未登録","ok",""
"岐阜県","御嵩町","215210","17-1-000","公共下水道","法適用","R6","100.0005","161.4883","161.4874","0.0","経費回収率100%以上","未登録","ok",""
"岐阜県","羽島市","212091","17-1-000","公共下水道","法適用","R6","100","157.2093","157.2093","0.0","経費回収率100%以上","未登録","ok",""
"岐阜県","中津川市","212067","17-1-000","公共下水道","法適用","R6","99.3131","196.3122","197.67","0.7","経費回収率90%以上100%未満","未登録","ok",""
"岐阜県","北方町","214213","17-1-000","公共下水道","法適用","R6","90.415","142.6394","157.7608","10.6","経費回収率90%以上100%未満","未登録","ok",""
"岐阜県","揖斐川町","214019","18-0-000","特定地域生活排水処理施設","法適用","R6","76.358","125.52","164.3836","31.0","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"岐阜県","養老町","213411","17-1-000","公共下水道","法適用","R6","69.2858","166.1254","239.7685","44.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","岐南町","213021","17-1-000","公共下水道","法適用","R6","67.7757","95.4232","140.7928","47.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"岐阜県","坂祝町","215015","17-5-000","農業集落排水","法適用","R6","67.5552","153.5907","227.3559","48.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","輪之内町","213829","17-4-000","特定環境保全公共下水道","法適用","R6","67.4129","159.7106","236.914","48.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","関市","212059","17-4-000","特定環境保全公共下水道","法適用","R6","66.8265","135.3109","202.4811","49.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"岐阜県","恵那市","212105","17-4-000","特定環境保全公共下水道","法適用","R6","66.6824","187.8673","281.7345","50.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","本巣市","212181","17-4-000","特定環境保全公共下水道","法適用","R6","64.3991","162.8119","252.8171","55.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","山県市","212156","17-1-000","公共下水道","法適用","R6","64.1308","183.3999","285.9778","55.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","関ケ原町","213624","17-1-000","公共下水道","法適用","R6","62.8441","177.8051","282.9306","59.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","川辺町","215031","17-1-000","公共下水道","法適用","R6","62.1546","153.8547","247.5353","60.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","神戸町","213811","17-1-000","公共下水道","法適用","R6","57.1746","177.7523","310.8939","74.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","飛騨市","212172","17-1-000","公共下水道","法適用","R6","56.3795","183.9504","326.2717","77.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","海津市","212211","17-5-000","農業集落排水","法適用","R6","55.8819","167.8837","300.426","78.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","瑞穂市","212164","17-5-000","農業集落排水","法適用","R6","54.4544","163.9731","301.1202","83.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","美濃市","212075","17-5-000","農業集落排水","法適用","R6","48.1294","160.8176","334.1362","107.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","富加町","215023","17-4-000","特定環境保全公共下水道","法適用","R6","47.725","156.1939","327.279","109.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","池田町","214043","17-5-000","農業集落排水","法適用","R6","42.9877","172.8717","402.1427","132.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","土岐市","212121","17-5-000","農業集落排水","法適用","R6","42.9828","173.6727","404.0518","132.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","大垣市","212024","17-9-000","小規模集合排水処理施設","法適用","R6","40.1173","144.3647","359.8565","149.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"岐阜県","高山市","212032","17-5-000","農業集落排水","法適用","R6","36.9406","149.3642","404.336","170.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"岐阜県","可児市","212148","17-5-000","農業集落排水","法適用","R6","36.2183","156.5395","432.2111","176.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"岐阜県","八百津町","215058","17-5-000","農業集落排水","法適用","R6","35.5792","154.5772","434.4598","181.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
