"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"兵庫県","小野市","282189","17-1-000","公共下水道","法適用","R6","196.0703","220.516","112.4678","0.0","経費回収率100%以上","施行年月日が変化（2事業）｜公共下水道 R5 2016年10月1日 → R6 2024年4月1日／特定環境保全公共下水道 R5 2016年10月1日 → R6 2024年4月1日","ok",""
"兵庫県","三田市","282197","17-1-000","公共下水道","法適用","R6","153.1145","127.8898","83.5256","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"兵庫県","川西市","282171","17-1-000","公共下水道","法適用","R6","147.9696","117.7485","79.5762","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"兵庫県","多可町","283657","17-1-000","公共下水道","法適用","R6","135.2056","184.6971","136.6047","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"兵庫県","朝来市","282251","17-1-000","公共下水道","法適用","R6","131.447","162.8392","123.882","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"兵庫県","伊丹市","282073","17-1-000","公共下水道","法適用","R6","124.1658","101.9438","82.103","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"兵庫県","明石市","282031","17-1-000","公共下水道","法適用","R6","123.2223","146.0339","118.5125","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"兵庫県","加西市","282201","17-1-000","公共下水道","法適用","R6","116.5707","242.8131","208.2968","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"兵庫県","神河町","284467","17-4-000","特定環境保全公共下水道","法適用","R6","115.0502","203.7019","177.0547","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"兵庫県","尼崎市","282022","17-1-000","公共下水道","法適用","R6","114.024","102.9126","90.2552","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"兵庫県","高砂市","282162","17-1-000","公共下水道","法適用","R6","113.0968","135.3451","119.672","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"兵庫県","三木市","282154","17-1-000","公共下水道","法適用","R6","109.6695","150.1748","136.934","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"兵庫県","加東市","282286","17-1-000","公共下水道","法適用","R6","109.126","187.1856","171.5316","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
