"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"京都府","福知山市","262013","17-1-000","公共下水道","法適用","R6","115.4658","140.818","121.9565","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","京都市","261009","17-1-000","公共下水道","法適用","R6","111.9918","120.7744","107.8422","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","京田辺市","262111","17-1-000","公共下水道","法適用","R6","106.3036","116.0965","109.2123","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","亀岡市","262064","17-1-000","公共下水道","法適用","R6","100.0487","193.2613","193.1672","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","城陽市","262072","17-1-000","公共下水道","法適用","R6","100","172.4818","172.4818","0.0","経費回収率100%以上","施行年月日が変化（1事業）｜公共下水道 R5 2021年10月1日 → R6 2024年4月1日","ok",""
"京都府","木津川市","262145","17-1-000","公共下水道","法適用","R6","99.7675","149.6513","150.0001","0.2","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","八幡市","262102","17-1-000","公共下水道","法適用","R6","99.5381","124.9239","125.5036","0.5","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","舞鶴市","262021","17-1-000","公共下水道","法適用","R6","99.3211","150.7748","151.8054","0.7","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","精華町","263664","17-1-000","公共下水道","法適用","R6","99.0687","152.6327","154.0675","0.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","長岡京市","262099","17-1-000","公共下水道","法適用","R6","99.0581","149.3777","150.7981","1.0","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","久御山町","263222","17-1-000","公共下水道","法適用","R6","97.6659","125.5819","128.5832","2.4","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","綾部市","262030","17-1-000","公共下水道","法適用","R6","97.4582","210.613","216.1059","2.6","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","宇治市","262048","17-1-000","公共下水道","法適用","R6","96.4701","163.9482","169.9472","3.7","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","南丹市","262137","17-1-000","公共下水道","法適用","R6","95.7877","185.9152","194.0908","4.4","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","向日市","262081","17-1-000","公共下水道","法適用","R6","94.4366","119.6206","126.6677","5.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","宮津市","262056","17-1-000","公共下水道","法適用","R6","93.6693","246.5338","263.1959","6.8","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","宇治田原町","263443","17-1-000","公共下水道","法適用","R6","84.2697","127.7625","151.6114","18.7","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","大山崎町","263036","17-1-000","公共下水道","法適用","R6","78.0173","102.5162","131.4018","28.2","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","与謝野町","264652","17-1-000","公共下水道","法適用","R6","72.1114","179.3017","248.6454","38.7","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","京丹後市","262129","17-1-000","公共下水道","法適用","R6","64.2011","147.9122","230.3889","55.8","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"京都府","京丹波町","264075","17-4-000","特定環境保全公共下水道","法適用","R6","58.5821","223.4454","381.423","70.7","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","井手町","263435","17-1-000","公共下水道","法適用","R6","52.7211","125.1966","237.4698","89.7","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","和束町","263656","17-4-000","特定環境保全公共下水道","法適用","R6","47.7953","136.3481","285.275","109.2","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"京都府","伊根町","264636","17-6-000","漁業集落排水","法適用","R6","19.2523","180.4949","937.5221","419.4","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
