"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"福岡県","福岡市","401307","17-1-000","公共下水道","法適用","R6","124.8736","177.0139","141.7544","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","春日市","402184","17-1-000","公共下水道","法適用","R6","124.7536","164.5496","131.8996","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","太宰府市","402214","17-1-000","公共下水道","法適用","R6","114.4185","160.4105","140.1964","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","那珂川市","402311","17-1-000","公共下水道","法適用","R6","113.9265","161.7446","141.9728","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","大野城市","402192","17-1-000","公共下水道","法適用","R6","112.5582","159.9966","142.1457","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","筑紫野市","402176","17-1-000","公共下水道","法適用","R6","109.2286","171.9791","157.4487","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","糸島市","402303","17-1-000","公共下水道","法適用","R6","104.2257","181.3401","173.9879","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","香春町","406015","18-0-000","特定地域生活排水処理施設","法適用","R6","103.4005","161.7391","156.4201","0.0","経費回収率100%以上","比較対象外","ok",""
"福岡県","豊前市","402141","17-1-000","公共下水道","法適用","R6","101.878","186.4853","183.0477","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","福津市","402249","17-1-000","公共下水道","法適用","R6","101.8328","164.2871","161.3302","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","大刀洗町","405035","17-1-000","公共下水道","法適用","R6","101.6455","184.0528","181.0733","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","大牟田市","402028","17-1-000","公共下水道","法適用","R6","100","225.9187","225.9187","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","飯塚市","402052","17-1-000","公共下水道","法適用","R6","100","195.3231","195.3231","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","柳川市","402079","17-1-000","公共下水道","法適用","R6","100","175.4516","175.4516","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","行橋市","402133","17-1-000","公共下水道","法適用","R6","100","194.8226","194.8226","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","中間市","402150","17-1-000","公共下水道","法適用","R6","100","153.1019","153.1019","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","宗像市","402206","17-1-000","公共下水道","法適用","R6","100","165.2824","165.2824","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","古賀市","402231","17-1-000","公共下水道","法適用","R6","100","173.1503","173.1503","0.0","経費回収率100%以上","施行年月日が変化（1事業）｜公共下水道 R5 2018年10月1日 → R6 2024年10月1日","ok",""
"福岡県","うきは市","402257","17-4-000","特定環境保全公共下水道","法適用","R6","100","195.1245","195.1245","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","篠栗町","403423","17-1-000","公共下水道","法適用","R6","100","171.7161","171.7161","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","久山町","403482","17-1-000","公共下水道","法適用","R6","100","203.0661","203.0661","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","芦屋町","403814","17-1-000","公共下水道","法適用","R6","100","224.3096","224.3096","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","岡垣町","403831","17-1-000","公共下水道","法適用","R6","100","172.2518","172.2518","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","遠賀町","403849","17-1-000","公共下水道","法適用","R6","100","166.4868","166.4868","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","苅田町","406210","17-1-000","公共下水道","法適用","R6","100","194.8984","194.8984","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","須恵町","403440","17-1-000","公共下水道","法適用","R6","99.8867","149.8299","149.9999","0.1","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
