"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"福井県","福井市","182010","17-1-000","公共下水道","法適用","R6","118.6426","153.5988","129.4634","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福井県","敦賀市","182028","17-1-000","公共下水道","法適用","R6","114.705","160.9365","140.3047","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","あわら市","182087","17-1-000","公共下水道","法適用","R6","109.3737","155.106","141.8128","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","小浜市","182044","17-1-000","公共下水道","法適用","R6","99.0564","195.2945","197.1548","1.0","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","大野市","182052","17-1-000","公共下水道","法適用","R6","95.4278","161.2742","169.0013","4.8","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","坂井市","182109","17-1-000","公共下水道","法適用","R6","94.336","141.3294","149.8149","6.0","経費回収率90%以上100%未満","施行年月日が変化（1事業）｜公共下水道 R5 2011年4月1日 → R6 2024年4月1日","ok",""
"福井県","越前市","182095","17-1-000","公共下水道","法適用","R6","84.0832","140.2559","166.8061","18.9","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福井県","鯖江市","182079","17-1-000","公共下水道","法適用","R6","83.1615","172.7275","207.7012","20.2","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","勝山市","182061","17-1-000","公共下水道","法適用","R6","77.3345","151.7206","196.1874","29.3","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","美浜町","184420","17-1-000","公共下水道","法適用","R6","69.1886","129.7163","187.4823","44.5","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","越前町","184233","17-1-000","公共下水道","法適用","R6","67.7051","143.3554","211.7349","47.7","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福井県","池田町","183822","17-4-000","特定環境保全公共下水道","法適用","R6","58.6453","189.6018","323.3029","70.5","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","高浜町","184811","17-1-000","公共下水道","法適用","R6","46.4605","113.8065","244.9535","115.2","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","永平寺町","183229","17-1-000","公共下水道","法適用","R6","45.0409","128.4089","285.0937","122.0","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福井県","若狭町","185019","17-4-000","特定環境保全公共下水道","法適用","R6","39.7072","162.4668","409.1622","151.8","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","南越前町","184047","17-4-000","特定環境保全公共下水道","法適用","R6","35.8612","171.1022","477.1238","178.9","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福井県","おおい町","184837","17-4-000","特定環境保全公共下水道","法適用","R6","16.8305","107.3885","638.0581","494.2","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
