"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"鹿児島県","奄美市","462225","17-1-000","公共下水道","法適用","R6","173.1626","151.2433","87.3418","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鹿児島県","霧島市","462187","17-1-000","公共下水道","法適用","R6","158.2555","126.6555","80.0323","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鹿児島県","指宿市","462101","17-1-000","公共下水道","法適用","R6","117.341","125.6567","107.0868","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","いちき串木野市","462195","17-1-000","公共下水道","法適用","R6","113.5101","131.4436","115.7991","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","出水市","462080","17-1-000","公共下水道","法適用","R6","110.1042","138.8656","126.122","0.0","経費回収率100%以上","施行年月日が変化（2事業）｜公共下水道 R5 2008年7月1日 → R6 2024年10月1日／特定環境保全公共下水道 R5 2008年7月1日 → R6 2024年10月1日","ok",""
"鹿児島県","知名町","465348","17-1-000","公共下水道","法適用","R6","107.9242","146.6836","135.9136","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","日置市","462161","17-1-000","公共下水道","法適用","R6","104.9686","158.0957","150.6124","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","姶良市","462250","17-5-000","農業集落排水","法適用","R6","92.5895","121.6101","131.3433","8.0","経費回収率90%以上100%未満","比較対象外","ok",""
"鹿児島県","鹿児島市","462012","17-1-000","公共下水道","法適用","R6","90.9626","107.3137","117.9756","9.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","枕崎市","462047","17-1-000","公共下水道","法適用","R6","86.6856","202.0337","233.0647","15.4","経費回収率80%以上90%未満","施行年月日が変化（1事業）｜公共下水道 R5 2011年1月1日 → R6 2024年3月1日","ok",""
"鹿児島県","伊佐市","462241","17-5-000","農業集落排水","法適用","R6","85.8285","137.8598","160.6225","16.5","経費回収率80%以上90%未満","比較対象外","ok",""
"鹿児島県","鹿屋市","462039","17-1-000","公共下水道","法適用","R6","83.7811","125.7259","150.0647","19.4","経費回収率80%以上90%未満","施行年月日が変化（1事業）｜公共下水道 R5 1988年12月20日 → R6 2024年5月1日","ok",""
"鹿児島県","志布志市","462217","17-5-000","農業集落排水","法適用","R6","75.6111","191.3529","253.0749","32.3","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"鹿児島県","喜界町","465291","17-1-000","公共下水道","法適用","R6","74.1238","142.4249","192.1446","34.9","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","薩摩川内市","462152","17-1-000","公共下水道","法適用","R6","71.9637","157.1163","218.3272","39.0","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鹿児島県","南九州市","462233","17-1-000","公共下水道","法適用","R6","70.8558","106.6891","150.5722","41.1","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","曽於市","462179","17-1-000","公共下水道","法適用","R6","69.4429","122.8387","176.8917","44.0","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","宇検村","465241","17-5-000","農業集落排水","法適用","R6","53.8195","164.2662","305.2171","85.8","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"鹿児島県","和泊町","465330","17-1-000","公共下水道","法適用","R6","51.8688","146.2749","282.0094","92.8","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","龍郷町","465275","18-0-000","特定地域生活排水処理施設","法適用","R6","46.7889","94.4114","201.7816","113.7","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
"鹿児島県","さつま町","463922","17-5-000","農業集落排水","法適用","R6","39.5139","165.3344","418.4206","153.1","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"鹿児島県","南さつま市","462209","17-1-000","公共下水道","法適用","R6","38.4582","104.1673","270.8584","160.0","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","瀬戸内町","465259","17-5-000","農業集落排水","法適用","R6","38.1447","107.2022","281.0411","162.2","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
"鹿児島県","屋久島町","465054","17-5-000","農業集落排水","法適用","R6","37.3676","180.5231","483.1006","167.6","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"鹿児島県","大崎町","464686","17-1-000","公共下水道","法適用","R6","36.3842","155.5096","427.4092","174.8","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鹿児島県","長島町","464040","17-5-000","農業集落排水","法適用","R6","32.278","138.0941","427.828","209.8","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
"鹿児島県","錦江町","464902","17-5-000","農業集落排水","法適用","R6","31.1699","214.8594","689.3173","220.8","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"鹿児島県","三島村","463035","18-0-000","特定地域生活排水処理施設","法非適用","R6","30.64","95.6452","312.1582","226.4","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
"鹿児島県","与論町","465356","17-5-000","農業集落排水","法適用","R6","27.8946","92.2649","330.763","258.5","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
"鹿児島県","垂水市","462144","17-6-000","漁業集落排水","法適用","R6","26.871","110.2402","410.2573","272.1","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","ok",""
"鹿児島県","南大隅町","464911","17-5-000","農業集落排水","法適用","R6","14.0193","154.0381","1098.7578","613.3","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","warning","汚水処理原価が1000円/m³超"
"鹿児島県","徳之島町","465305","17-1-000","公共下水道","法適用","R6","11.1503","126.022","1130.2068","796.8","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","warning","汚水処理原価が1000円/m³超"
"鹿児島県","大和村","465232","17-5-000","農業集落排水","法適用","R6","9.7925","115.1962","1176.3674","921.2","経費回収率80%未満・使用料単価150円/m³未満","比較対象外","warning","汚水処理原価が1000円/m³超"
