"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","100%相当の増収率（%・単純試算）","経費回収率区分","公式改定情報","データ品質","品質注記"
"愛知県","武豊町","234478","17-1-000","公共下水道","法適用","R6","74.9431","113.0143","150.8001","33.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","東海市","232220","17-1-000","公共下水道","法適用","R6","74.2937","113.2397","152.4218","34.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","碧南市","232092","17-1-000","公共下水道","法適用","R6","73.5081","110.7234","150.6275","36.0","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","東郷町","233021","17-1-000","公共下水道","法適用","R6","73.0509","109.5764","150.0001","36.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","一宮市","232033","17-1-000","公共下水道","法適用","R6","71.8353","107.753","150","39.2","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","東栄町","235628","17-4-000","特定環境保全公共下水道","法適用","R6","68.6699","187.1282","272.5038","45.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"愛知県","豊川市","232076","17-5-000","農業集落排水","法適用","R6","68.1493","144.5028","212.0385","46.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","犬山市","232157","17-1-000","公共下水道","法適用","R6","67.2574","102.8663","152.9442","48.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","長久手市","232386","17-5-000","農業集落排水","法適用","R6","66.025","128.6201","194.8052","51.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","扶桑町","233625","17-1-000","公共下水道","法適用","R6","65.9675","99.0693","150.1788","51.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","安城市","232122","17-1-000","公共下水道","法適用","R6","65.6385","98.4615","150.0057","52.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","瀬戸市","232041","17-1-000","公共下水道","法適用","R6","65.198","90.7805","139.2381","53.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","大府市","232238","17-1-000","公共下水道","法適用","R6","65.0997","97.6496","149.9999","53.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","江南市","232173","17-1-000","公共下水道","法適用","R6","62.8235","135.4422","215.5915","59.2","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","阿久比町","234419","17-1-000","公共下水道","法適用","R6","61.9453","101.5756","163.9764","61.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","愛西市","232327","17-5-000","農業集落排水","法適用","R6","61.7213","163.7359","265.2828","62.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"愛知県","東浦町","234427","17-1-000","公共下水道","法適用","R6","61.0297","93.6089","153.3825","63.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","西尾市","232131","17-5-000","農業集落排水","法適用","R6","58.5775","111.9048","191.0372","70.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","常滑市","232165","17-5-000","農業集落排水","法適用","R6","57.9997","97.7778","168.5833","72.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","豊田市","232114","17-5-000","農業集落排水","法適用","R6","57.421","120.5417","209.9263","74.2","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","田原市","232319","17-5-000","農業集落排水","法適用","R6","57.2581","90.1522","157.4488","74.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","岩倉市","232289","17-1-000","公共下水道","法適用","R6","56.287","84.5154","150.1508","77.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","弥富市","232351","17-5-000","農業集落排水","法適用","R6","53.2389","123.2781","231.5565","87.8","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","南知多町","234451","17-6-000","漁業集落排水","法適用","R6","52.4325","135.7126","258.833","90.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","日進市","232301","17-5-000","農業集落排水","法適用","R6","48.7724","105.7475","216.8186","105.0","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","大治町","234249","17-1-000","公共下水道","法適用","R6","46.6635","132.2476","283.407","114.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","設楽町","235610","17-5-000","農業集落排水","法適用","R6","43.3933","147.1001","338.9927","130.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","みよし市","232360","17-5-000","農業集落排水","法適用","R6","37.0105","98.6811","266.6303","170.2","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","小牧市","232190","17-5-000","農業集落排水","法適用","R6","26.662","81.0932","304.1525","275.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","幸田町","235016","17-5-000","農業集落排水","法適用","R6","24.9939","93.6402","374.6517","300.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","飛島村","234273","17-5-000","農業集落排水","法適用","R6","17.8363","72.641","407.2646","460.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"愛知県","美浜町","234460","17-5-000","農業集落排水","法適用","R6","15.5944","107.7226","690.7765","541.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
