"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","公式改定情報","データ品質","品質注記"
"北海道","乙部町","013641","17-4-000","特定環境保全公共下水道","法適用","R6","70.037","174.8207","249.6118","42.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","本別町","016462","17-1-000","公共下水道","法適用","R6","68.6456","170.8803","248.9312","45.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","鷹栖町","014524","17-1-000","公共下水道","法適用","R6","68.3081","167.9572","245.8818","46.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","清里町","015466","17-5-000","農業集落排水","法適用","R6","66.7259","148.0144","221.8244","49.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","東神楽町","014532","17-1-000","公共下水道","法適用","R6","66.0412","116.8505","176.9358","51.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","猿払村","015113","17-5-000","農業集落排水","法適用","R6","65.9047","175.264","265.9354","51.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","函館市","012025","17-4-000","特定環境保全公共下水道","法適用","R6","65.3498","160.6557","245.8398","53.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","福島町","013323","18-0-000","特定地域生活排水処理施設","法適用","R6","65.2981","47.0876","72.1117","53.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","斜里町","015458","17-1-000","公共下水道","法適用","R6","64.6791","194.2758","300.3686","54.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","羽幌町","014842","17-1-000","公共下水道","法適用","R6","64.4706","170.5557","264.5481","55.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","美唄市","012157","17-4-000","特定環境保全公共下水道","法適用","R6","63.9953","249.8769","390.4612","56.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","枝幸町","015148","17-1-000","公共下水道","法適用","R6","63.6683","140.7538","221.0737","57.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","大空町","015644","17-1-000","公共下水道","法適用","R6","61.2149","205.0731","335.0055","63.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","小清水町","015474","17-5-000","農業集落排水","法適用","R6","61.2069","182.6825","298.4673","63.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","洞爺湖町","015849","17-1-000","公共下水道","法適用","R6","60.9244","91.4439","150.0939","64.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","遠別町","014869","17-4-000","特定環境保全公共下水道","法適用","R6","60.5046","168.1807","277.9636","65.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","南幌町","014231","17-5-000","農業集落排水","法適用","R6","59.816","185.0534","309.3713","67.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","釧路市","012068","17-4-000","特定環境保全公共下水道","法適用","R6","58.8216","257.8212","438.3103","70.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","池田町","016446","17-1-000","公共下水道","法適用","R6","57.5116","196.8272","342.2393","73.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","網走市","012114","17-4-000","特定環境保全公共下水道","法適用","R6","57.2464","181.6006","317.226","74.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","上川町","014575","17-1-000","公共下水道","法適用","R6","57.016","137.2076","240.6474","75.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","当麻町","014541","17-4-000","特定環境保全公共下水道","法適用","R6","56.5154","138.593","245.2308","76.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","清水町","016365","17-1-000","公共下水道","法適用","R6","56.3841","178.3484","316.3096","77.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","中札内村","016381","17-4-000","特定環境保全公共下水道","法適用","R6","56.2077","170.535","303.4015","77.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","恵庭市","012319","18-1-000","個別排水処理施設","法適用","R6","55.7105","114.2986","205.1653","79.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","由仁町","014273","17-5-000","農業集落排水","法適用","R6","55.593","244.9605","440.6321","79.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","音威子府村","014702","17-5-000","農業集落排水","法適用","R6","54.9107","201.2665","366.5343","82.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","留寿都村","013978","17-4-000","特定環境保全公共下水道","法適用","R6","54.4014","133.0847","244.6348","83.8","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","幌加内町","014729","18-1-000","個別排水処理施設","法適用","R6","54.2854","295.4995","544.3447","84.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","美幌町","015431","18-1-000","個別排水処理施設","法適用","R6","53.7066","234.6962","436.9969","86.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","真狩村","013960","17-4-000","特定環境保全公共下水道","法適用","R6","53.4788","184.409","344.8262","87.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","芽室町","016373","18-1-000","個別排水処理施設","法適用","R6","53.3742","146.0748","273.6805","87.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","せたな町","013714","17-1-000","公共下水道","法適用","R6","53.1916","159.3572","299.5909","88.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","むかわ町","015865","17-5-000","農業集落排水","法適用","R6","52.7991","183.8685","348.2419","89.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","浦幌町","016497","18-1-000","個別排水処理施設","法適用","R6","52.5406","205.326","390.795","90.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","石狩市","012351","17-4-000","特定環境保全公共下水道","法適用","R6","52.5201","153.8884","293.0088","90.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","栗山町","014290","17-4-000","特定環境保全公共下水道","法適用","R6","51.9108","231.1917","445.3639","92.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","標茶町","016641","17-1-000","公共下水道","法適用","R6","51.9083","164.1038","316.1415","92.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","浦河町","016071","17-1-000","公共下水道","法適用","R6","51.272","166.1449","324.0461","95.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","豊浦町","015717","17-4-000","特定環境保全公共下水道","法適用","R6","51.1253","148.1389","289.7562","95.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","様似町","016080","17-4-000","特定環境保全公共下水道","法適用","R6","50.4618","188.0676","372.6933","98.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","佐呂間町","015521","17-4-000","特定環境保全公共下水道","法適用","R6","50.3866","219.6547","435.9387","98.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","別海町","016918","17-4-000","特定環境保全公共下水道","法適用","R6","50.2009","158.6658","316.0618","99.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","北竜町","014371","17-5-000","農業集落排水","法適用","R6","49.8557","263.2978","528.1196","100.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","和寒町","014648","17-4-000","特定環境保全公共下水道","法適用","R6","49.319","178.2084","361.3383","102.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","名寄市","012211","18-1-000","個別排水処理施設","法適用","R6","48.9898","174.3474","355.8852","104.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","足寄町","016471","17-1-000","公共下水道","法適用","R6","48.8456","162.236","332.1406","104.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","小平町","014826","17-4-000","特定環境保全公共下水道","法適用","R6","48.8402","159.1913","325.943","104.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","森町","013455","17-1-000","公共下水道","法適用","R6","48.7688","175.8845","360.65","105.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","日高町","016012","17-4-000","特定環境保全公共下水道","法適用","R6","48.0649","193.7352","403.0701","108.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","共和町","014010","17-1-000","公共下水道","法適用","R6","47.4286","190.3879","401.42","110.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","滝川市","012254","18-1-000","個別排水処理施設","法適用","R6","47.0368","190.6643","405.3514","112.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","湧別町","015598","17-6-000","漁業集落排水","法適用","R6","46.9457","164.4499","350.2977","113.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","大樹町","016411","17-1-000","公共下水道","法適用","R6","46.8492","188.3807","402.1003","113.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","津別町","015440","17-4-000","特定環境保全公共下水道","法適用","R6","46.1757","194.5755","421.3809","116.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","知内町","013331","17-4-000","特定環境保全公共下水道","法適用","R6","45.9247","128.9077","280.6937","117.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","ニセコ町","013951","17-4-000","特定環境保全公共下水道","法適用","R6","45.2354","192.143","424.7622","121.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","愛別町","014567","17-4-000","特定環境保全公共下水道","法適用","R6","45.2096","172.2699","381.047","121.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","雄武町","015636","17-1-000","公共下水道","法適用","R6","44.9605","182.8357","406.6583","122.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","西興部村","015628","18-1-000","個別排水処理施設","法適用","R6","44.3874","141.3551","318.4579","125.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","寿都町","013927","17-4-000","特定環境保全公共下水道","法適用","R6","43.8971","212.0441","483.0477","127.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","帯広市","012076","18-1-000","個別排水処理施設","法適用","R6","43.3894","150.3138","346.43","130.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","七飯町","013374","17-4-000","特定環境保全公共下水道","法適用","R6","42.6136","170.3756","399.8153","134.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","豊富町","015164","17-4-000","特定環境保全公共下水道","法適用","R6","40.8309","129.2718","316.6026","144.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","夕張市","012092","17-1-000","公共下水道","法適用","R6","39.9986","253.3238","633.3322","150.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","下川町","014681","17-1-000","公共下水道","法適用","R6","39.9567","127.458","318.99","150.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","登別市","012301","18-1-000","個別排水処理施設","法適用","R6","39.6531","202.4756","510.6178","152.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","えりも町","016098","17-4-000","特定環境保全公共下水道","法適用","R6","39.3406","196.9","500.5008","154.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","上ノ国町","013625","17-6-000","漁業集落排水","法適用","R6","38.8324","226.5307","583.3543","157.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","木古内町","013340","17-1-000","公共下水道","法適用","R6","38.7355","216.9124","559.9843","158.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","上砂川町","014257","17-4-000","特定環境保全公共下水道","法適用","R6","37.2392","197.6596","530.7835","168.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","上士幌町","016331","17-4-000","特定環境保全公共下水道","法適用","R6","37.1316","102.4737","275.974","169.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","置戸町","015504","17-4-000","特定環境保全公共下水道","法適用","R6","35.9932","226.6133","629.6","177.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","岩内町","014028","17-1-000","公共下水道","法適用","R6","35.9653","177.5857","493.769","178.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","富良野市","012297","17-4-000","特定環境保全公共下水道","法適用","R6","35.9482","164.7537","458.3086","178.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","砂川市","012262","18-1-000","個別排水処理施設","法適用","R6","35.7459","224.4701","627.9612","179.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","厚真町","015814","17-1-000","公共下水道","法適用","R6","34.9478","196.0179","560.8883","186.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","陸別町","016489","17-4-000","特定環境保全公共下水道","法適用","R6","34.7744","140.227","403.2476","187.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","比布町","014559","17-4-000","特定環境保全公共下水道","法適用","R6","34.6392","127.3157","367.5486","188.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","更別村","016390","17-5-000","農業集落排水","法適用","R6","34.2739","181.9181","530.7777","191.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","白糠町","016683","17-1-000","公共下水道","法適用","R6","34.0427","156.7285","460.3876","193.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","増毛町","014818","17-1-000","公共下水道","法適用","R6","33.9271","187.5156","552.7014","194.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","剣淵町","014656","17-5-000","農業集落排水","法適用","R6","33.3904","123.4292","369.6551","199.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","積丹町","014052","17-6-000","漁業集落排水","法適用","R6","32.849","236.8023","720.8808","204.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","北見市","012084","17-6-000","漁業集落排水","法適用","R6","32.7958","192.6238","587.343","204.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","京極町","013994","17-4-000","特定環境保全公共下水道","法適用","R6","32.5174","76.389","234.9171","207.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","豊頃町","016454","17-4-000","特定環境保全公共下水道","法適用","R6","32.2277","152.4843","473.1462","210.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","黒松内町","013935","17-4-000","特定環境保全公共下水道","法適用","R6","32.0386","199.2517","621.9105","212.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","新ひだか町","016101","17-4-000","特定環境保全公共下水道","法適用","R6","31.9013","205.3043","643.561","213.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","南富良野町","014621","17-4-000","特定環境保全公共下水道","法適用","R6","31.7007","162.8426","513.6881","215.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","利尻富士町","015199","17-4-000","特定環境保全公共下水道","法適用","R6","31.0626","137.8826","443.8858","221.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","中頓別町","015130","17-4-000","特定環境保全公共下水道","法適用","R6","30.9601","206.643","667.4504","223.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","士別市","012203","17-4-000","特定環境保全公共下水道","法適用","R6","30.8954","128.6498","416.4043","223.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","蘭越町","013943","17-5-000","農業集落排水","法適用","R6","30.2515","150.1557","496.3575","230.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","沼田町","014389","17-4-000","特定環境保全公共下水道","法適用","R6","30.0205","264.887","882.3523","233.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","長万部町","013471","17-1-000","公共下水道","法適用","R6","29.9563","163.0609","544.3294","233.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","壮瞥町","015750","17-5-000","農業集落排水","法適用","R6","29.3321","178.7569","609.4246","240.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","興部町","015610","17-1-000","公共下水道","法適用","R6","29.1717","181.6189","622.5851","242.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","岩見沢市","012106","17-5-000","農業集落排水","法適用","R6","29.0809","191.3126","657.8628","243.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","釧路町","016616","18-1-000","個別排水処理施設","法適用","R6","28.25","208.1443","736.7949","254.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","幕別町","016438","17-5-000","農業集落排水","法適用","R6","28.1948","176.1202","624.6544","254.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","長沼町","014281","17-5-000","農業集落排水","法適用","R6","28.0457","265.5466","946.8362","256.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","江差町","013617","17-1-000","公共下水道","法適用","R6","27.5664","210.9247","765.1512","262.8","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","八雲町","013463","17-4-000","特定環境保全公共下水道","法適用","R6","26.4094","158.444","599.9537","278.7","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","占冠村","014630","17-4-000","特定環境保全公共下水道","法適用","R6","26.1043","122.2731","468.4025","283.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","中川町","014711","18-1-000","個別排水処理施設","法適用","R6","25.6256","136.5333","532.8","290.2","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","新篠津村","013048","17-5-000","農業集落排水","法適用","R6","24.9731","152.5369","610.8054","300.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","初山別村","014851","17-5-000","農業集落排水","法適用","R6","24.113","142.4131","590.6075","314.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","喜茂別町","013986","17-4-000","特定環境保全公共下水道","法適用","R6","24.0102","182.9489","761.9637","316.5","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","音更町","016314","18-1-000","個別排水処理施設","法適用","R6","23.8367","92.454","387.8637","319.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","天塩町","014877","17-4-000","特定環境保全公共下水道","法適用","R6","23.5489","213.0596","904.7555","324.6","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","北斗市","012360","17-6-000","漁業集落排水","法適用","R6","22.292","139.9314","627.7207","348.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","中標津町","016926","17-4-000","特定環境保全公共下水道","法適用","R6","21.7204","173.3468","798.0842","360.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","滝上町","015601","17-4-000","特定環境保全公共下水道","法適用","R6","21.5353","199.9298","928.3824","364.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","苫前町","014834","17-4-000","特定環境保全公共下水道","法適用","R6","20.4038","227.3274","1114.1449","390.1","経費回収率80%未満・使用料単価150円/m³以上等","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","今金町","013706","17-1-000","公共下水道","法適用","R6","19.2208","159.7737","831.2542","420.3","経費回収率80%未満・使用料単価150円/m³以上等","未登録","ok",""
"北海道","赤井川村","014095","17-4-000","特定環境保全公共下水道","法適用","R6","18.8529","191.5962","1016.2668","430.4","経費回収率80%未満・使用料単価150円/m³以上等","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","鹿追町","016349","18-1-000","個別排水処理施設","法適用","R6","17.5065","43.0823","246.0933","471.2","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","奥尻町","013676","17-4-000","特定環境保全公共下水道","法適用","R6","17.3206","125.9812","727.3505","477.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
