"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"鳥取県","江府町","314030","17-4-000","特定環境保全公共下水道","法適用","R6","125.9976","179.333","142.3305","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","三朝町","313645","17-4-000","特定環境保全公共下水道","法適用","R6","110.4451","173.5998","157.182","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","湯梨浜町","313700","17-1-000","公共下水道","法適用","R6","109.1294","173.9401","159.3889","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鳥取県","鳥取市","312011","17-1-000","公共下水道","法適用","R6","103.5593","167.2645","161.5156","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鳥取県","北栄町","313726","17-4-000","特定環境保全公共下水道","法適用","R6","100.3487","221.1514","220.383","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","大山町","313866","17-4-000","特定環境保全公共下水道","法適用","R6","100","161.5079","161.5079","0.0","経費回収率100%以上","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","米子市","312029","17-1-000","公共下水道","法適用","R6","99.7462","197.0611","197.5625","0.3","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","倉吉市","312037","17-1-000","公共下水道","法適用","R6","98.4983","191.8744","194.7997","1.5","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鳥取県","日野町","314021","17-4-000","特定環境保全公共下水道","法適用","R6","96.7951","185.9661","192.1235","3.3","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","琴浦町","313718","17-1-000","公共下水道","法適用","R6","93.8539","188.0333","200.3469","6.5","経費回収率90%以上100%未満","施行年月日が変化（2事業）｜公共下水道 R5 2003年4月1日 → R6 2024年4月1日／特定環境保全公共下水道 R5 2001年3月21日 → R6 2024年4月1日","ok",""
"鳥取県","境港市","312045","17-1-000","公共下水道","法適用","R6","90.7095","183.3649","202.1452","10.2","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","伯耆町","313904","17-4-000","特定環境保全公共下水道","法適用","R6","88.0975","186.7744","212.0088","13.5","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","日吉津村","313840","17-1-000","公共下水道","法適用","R6","86.3946","187.373","216.8804","15.7","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","南部町","313891","17-4-000","特定環境保全公共下水道","法適用","R6","77.8344","160.4424","206.1331","28.5","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","日南町","314013","17-5-000","農業集落排水","法適用","R6","72.9472","252.0003","345.4556","37.1","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"鳥取県","智頭町","313289","17-4-000","特定環境保全公共下水道","法適用","R6","57.606","187.2797","325.1043","73.6","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","八頭町","313297","17-1-000","公共下水道","法適用","R6","52.0838","179.1011","343.8708","92.0","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"鳥取県","岩美町","313025","17-1-000","公共下水道","法適用","R6","51.1779","209.28","408.9268","95.4","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"鳥取県","若桜町","313254","17-4-000","特定環境保全公共下水道","法適用","R6","37.6175","137.0678","364.372","165.8","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
