"行識別子","出典ID","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","表番号","行番号","シート名","Excel行番号"
"232297:17-1-000:legal_applied:2020","legal_applied:33","232297","豊明市","17-1-000","legal_applied","2020","33","1","2020460003300","525"
"232297:17-1-000:legal_applied:2020","legal_applied:33","232297","豊明市","17-1-000","legal_applied","2020","33","2","2020460003300","2617"
"232301:17-1-000:legal_applied:2020","legal_applied:10","232301","日進市","17-1-000","legal_applied","2020","10","1","2020460001000","526"
"232301:17-1-000:legal_applied:2020","legal_applied:10","232301","日進市","17-1-000","legal_applied","2020","10","2","2020460001000","2618"
"232301:17-1-000:legal_applied:2020","legal_applied:20","232301","日進市","17-1-000","legal_applied","2020","20","1","2020460002000","3389"
"232301:17-1-000:legal_applied:2020","legal_applied:20","232301","日進市","17-1-000","legal_applied","2020","20","2","2020460002000","8344"
"232301:17-1-000:legal_applied:2020","legal_applied:21","232301","日進市","17-1-000","legal_applied","2020","21","1","2020460002100","3389"
"232301:17-1-000:legal_applied:2020","legal_applied:21","232301","日進市","17-1-000","legal_applied","2020","21","2","2020460002100","8344"
"232301:17-1-000:legal_applied:2020","legal_applied:32","232301","日進市","17-1-000","legal_applied","2020","32","1","2020460003200","526"
"232301:17-1-000:legal_applied:2020","legal_applied:32","232301","日進市","17-1-000","legal_applied","2020","32","2","2020460003200","2618"
"232301:17-1-000:legal_applied:2020","legal_applied:33","232301","日進市","17-1-000","legal_applied","2020","33","1","2020460003300","526"
"232301:17-1-000:legal_applied:2020","legal_applied:33","232301","日進市","17-1-000","legal_applied","2020","33","2","2020460003300","2618"
"232319:17-1-000:legal_applied:2020","legal_applied:10","232319","田原市","17-1-000","legal_applied","2020","10","1","2020460001000","527"
"232319:17-1-000:legal_applied:2020","legal_applied:10","232319","田原市","17-1-000","legal_applied","2020","10","2","2020460001000","2619"
"232319:17-1-000:legal_applied:2020","legal_applied:20","232319","田原市","17-1-000","legal_applied","2020","20","1","2020460002000","3390"
"232319:17-1-000:legal_applied:2020","legal_applied:20","232319","田原市","17-1-000","legal_applied","2020","20","2","2020460002000","8345"
"232319:17-1-000:legal_applied:2020","legal_applied:21","232319","田原市","17-1-000","legal_applied","2020","21","1","2020460002100","3390"
"232319:17-1-000:legal_applied:2020","legal_applied:21","232319","田原市","17-1-000","legal_applied","2020","21","2","2020460002100","8345"
"232319:17-1-000:legal_applied:2020","legal_applied:32","232319","田原市","17-1-000","legal_applied","2020","32","1","2020460003200","527"
"232319:17-1-000:legal_applied:2020","legal_applied:32","232319","田原市","17-1-000","legal_applied","2020","32","2","2020460003200","2619"
"232319:17-1-000:legal_applied:2020","legal_applied:33","232319","田原市","17-1-000","legal_applied","2020","33","1","2020460003300","527"
"232319:17-1-000:legal_applied:2020","legal_applied:33","232319","田原市","17-1-000","legal_applied","2020","33","2","2020460003300","2619"
"232327:17-1-000:legal_applied:2020","legal_applied:10","232327","愛西市","17-1-000","legal_applied","2020","10","1","2020460001000","528"
"232327:17-1-000:legal_applied:2020","legal_applied:10","232327","愛西市","17-1-000","legal_applied","2020","10","2","2020460001000","2620"
"232327:17-1-000:legal_applied:2020","legal_applied:20","232327","愛西市","17-1-000","legal_applied","2020","20","1","2020460002000","3391"
"232327:17-1-000:legal_applied:2020","legal_applied:20","232327","愛西市","17-1-000","legal_applied","2020","20","2","2020460002000","8346"
"232327:17-1-000:legal_applied:2020","legal_applied:21","232327","愛西市","17-1-000","legal_applied","2020","21","1","2020460002100","3391"
"232327:17-1-000:legal_applied:2020","legal_applied:21","232327","愛西市","17-1-000","legal_applied","2020","21","2","2020460002100","8346"
"232327:17-1-000:legal_applied:2020","legal_applied:32","232327","愛西市","17-1-000","legal_applied","2020","32","1","2020460003200","528"
"232327:17-1-000:legal_applied:2020","legal_applied:32","232327","愛西市","17-1-000","legal_applied","2020","32","2","2020460003200","2620"
"232327:17-1-000:legal_applied:2020","legal_applied:33","232327","愛西市","17-1-000","legal_applied","2020","33","1","2020460003300","528"
"232327:17-1-000:legal_applied:2020","legal_applied:33","232327","愛西市","17-1-000","legal_applied","2020","33","2","2020460003300","2620"
"232335:17-1-000:legal_applied:2020","legal_applied:10","232335","清須市","17-1-000","legal_applied","2020","10","1","2020460001000","529"
"232335:17-1-000:legal_applied:2020","legal_applied:10","232335","清須市","17-1-000","legal_applied","2020","10","2","2020460001000","2621"
"232335:17-1-000:legal_applied:2020","legal_applied:20","232335","清須市","17-1-000","legal_applied","2020","20","1","2020460002000","3392"
"232335:17-1-000:legal_applied:2020","legal_applied:20","232335","清須市","17-1-000","legal_applied","2020","20","2","2020460002000","8347"
"232335:17-1-000:legal_applied:2020","legal_applied:21","232335","清須市","17-1-000","legal_applied","2020","21","1","2020460002100","3392"
"232335:17-1-000:legal_applied:2020","legal_applied:21","232335","清須市","17-1-000","legal_applied","2020","21","2","2020460002100","8347"
"232335:17-1-000:legal_applied:2020","legal_applied:32","232335","清須市","17-1-000","legal_applied","2020","32","1","2020460003200","529"
"232335:17-1-000:legal_applied:2020","legal_applied:32","232335","清須市","17-1-000","legal_applied","2020","32","2","2020460003200","2621"
"232335:17-1-000:legal_applied:2020","legal_applied:33","232335","清須市","17-1-000","legal_applied","2020","33","1","2020460003300","529"
"232335:17-1-000:legal_applied:2020","legal_applied:33","232335","清須市","17-1-000","legal_applied","2020","33","2","2020460003300","2621"
"232343:17-1-000:legal_applied:2020","legal_applied:10","232343","北名古屋市","17-1-000","legal_applied","2020","10","1","2020460001000","530"
"232343:17-1-000:legal_applied:2020","legal_applied:10","232343","北名古屋市","17-1-000","legal_applied","2020","10","2","2020460001000","2622"
"232343:17-1-000:legal_applied:2020","legal_applied:20","232343","北名古屋市","17-1-000","legal_applied","2020","20","1","2020460002000","3393"
"232343:17-1-000:legal_applied:2020","legal_applied:20","232343","北名古屋市","17-1-000","legal_applied","2020","20","2","2020460002000","8348"
"232343:17-1-000:legal_applied:2020","legal_applied:21","232343","北名古屋市","17-1-000","legal_applied","2020","21","1","2020460002100","3393"
"232343:17-1-000:legal_applied:2020","legal_applied:21","232343","北名古屋市","17-1-000","legal_applied","2020","21","2","2020460002100","8348"
"232343:17-1-000:legal_applied:2020","legal_applied:32","232343","北名古屋市","17-1-000","legal_applied","2020","32","1","2020460003200","530"
"232343:17-1-000:legal_applied:2020","legal_applied:32","232343","北名古屋市","17-1-000","legal_applied","2020","32","2","2020460003200","2622"
"232343:17-1-000:legal_applied:2020","legal_applied:33","232343","北名古屋市","17-1-000","legal_applied","2020","33","1","2020460003300","530"
"232343:17-1-000:legal_applied:2020","legal_applied:33","232343","北名古屋市","17-1-000","legal_applied","2020","33","2","2020460003300","2622"
"232351:17-1-000:legal_applied:2020","legal_applied:10","232351","弥富市","17-1-000","legal_applied","2020","10","1","2020460001000","531"
"232351:17-1-000:legal_applied:2020","legal_applied:10","232351","弥富市","17-1-000","legal_applied","2020","10","2","2020460001000","2623"
"232351:17-1-000:legal_applied:2020","legal_applied:20","232351","弥富市","17-1-000","legal_applied","2020","20","1","2020460002000","3394"
"232351:17-1-000:legal_applied:2020","legal_applied:20","232351","弥富市","17-1-000","legal_applied","2020","20","2","2020460002000","8349"
"232351:17-1-000:legal_applied:2020","legal_applied:21","232351","弥富市","17-1-000","legal_applied","2020","21","1","2020460002100","3394"
"232351:17-1-000:legal_applied:2020","legal_applied:21","232351","弥富市","17-1-000","legal_applied","2020","21","2","2020460002100","8349"
"232351:17-1-000:legal_applied:2020","legal_applied:32","232351","弥富市","17-1-000","legal_applied","2020","32","1","2020460003200","531"
"232351:17-1-000:legal_applied:2020","legal_applied:32","232351","弥富市","17-1-000","legal_applied","2020","32","2","2020460003200","2623"
"232351:17-1-000:legal_applied:2020","legal_applied:33","232351","弥富市","17-1-000","legal_applied","2020","33","1","2020460003300","531"
"232351:17-1-000:legal_applied:2020","legal_applied:33","232351","弥富市","17-1-000","legal_applied","2020","33","2","2020460003300","2623"
"232360:17-1-000:legal_applied:2020","legal_applied:10","232360","みよし市","17-1-000","legal_applied","2020","10","1","2020460001000","532"
"232360:17-1-000:legal_applied:2020","legal_applied:10","232360","みよし市","17-1-000","legal_applied","2020","10","2","2020460001000","2624"
"232360:17-1-000:legal_applied:2020","legal_applied:20","232360","みよし市","17-1-000","legal_applied","2020","20","1","2020460002000","3395"
"232360:17-1-000:legal_applied:2020","legal_applied:20","232360","みよし市","17-1-000","legal_applied","2020","20","2","2020460002000","8350"
"232360:17-1-000:legal_applied:2020","legal_applied:21","232360","みよし市","17-1-000","legal_applied","2020","21","1","2020460002100","3395"
"232360:17-1-000:legal_applied:2020","legal_applied:21","232360","みよし市","17-1-000","legal_applied","2020","21","2","2020460002100","8350"
"232360:17-1-000:legal_applied:2020","legal_applied:32","232360","みよし市","17-1-000","legal_applied","2020","32","1","2020460003200","532"
"232360:17-1-000:legal_applied:2020","legal_applied:32","232360","みよし市","17-1-000","legal_applied","2020","32","2","2020460003200","2624"
"232360:17-1-000:legal_applied:2020","legal_applied:33","232360","みよし市","17-1-000","legal_applied","2020","33","1","2020460003300","532"
"232360:17-1-000:legal_applied:2020","legal_applied:33","232360","みよし市","17-1-000","legal_applied","2020","33","2","2020460003300","2624"
"232378:17-1-000:legal_applied:2020","legal_applied:10","232378","あま市","17-1-000","legal_applied","2020","10","1","2020460001000","533"
"232378:17-1-000:legal_applied:2020","legal_applied:10","232378","あま市","17-1-000","legal_applied","2020","10","2","2020460001000","2625"
"232378:17-1-000:legal_applied:2020","legal_applied:20","232378","あま市","17-1-000","legal_applied","2020","20","1","2020460002000","3396"
"232378:17-1-000:legal_applied:2020","legal_applied:20","232378","あま市","17-1-000","legal_applied","2020","20","2","2020460002000","8351"
"232378:17-1-000:legal_applied:2020","legal_applied:21","232378","あま市","17-1-000","legal_applied","2020","21","1","2020460002100","3396"
"232378:17-1-000:legal_applied:2020","legal_applied:21","232378","あま市","17-1-000","legal_applied","2020","21","2","2020460002100","8351"
"232378:17-1-000:legal_applied:2020","legal_applied:32","232378","あま市","17-1-000","legal_applied","2020","32","1","2020460003200","533"
"232378:17-1-000:legal_applied:2020","legal_applied:32","232378","あま市","17-1-000","legal_applied","2020","32","2","2020460003200","2625"
"232378:17-1-000:legal_applied:2020","legal_applied:33","232378","あま市","17-1-000","legal_applied","2020","33","1","2020460003300","533"
"232378:17-1-000:legal_applied:2020","legal_applied:33","232378","あま市","17-1-000","legal_applied","2020","33","2","2020460003300","2625"
"232386:17-1-000:legal_applied:2020","legal_applied:10","232386","長久手市","17-1-000","legal_applied","2020","10","1","2020460001000","534"
"232386:17-1-000:legal_applied:2020","legal_applied:10","232386","長久手市","17-1-000","legal_applied","2020","10","2","2020460001000","2626"
"232386:17-1-000:legal_applied:2020","legal_applied:20","232386","長久手市","17-1-000","legal_applied","2020","20","1","2020460002000","3397"
"232386:17-1-000:legal_applied:2020","legal_applied:20","232386","長久手市","17-1-000","legal_applied","2020","20","2","2020460002000","8352"
"232386:17-1-000:legal_applied:2020","legal_applied:21","232386","長久手市","17-1-000","legal_applied","2020","21","1","2020460002100","3397"
"232386:17-1-000:legal_applied:2020","legal_applied:21","232386","長久手市","17-1-000","legal_applied","2020","21","2","2020460002100","8352"
"232386:17-1-000:legal_applied:2020","legal_applied:32","232386","長久手市","17-1-000","legal_applied","2020","32","1","2020460003200","534"
"232386:17-1-000:legal_applied:2020","legal_applied:32","232386","長久手市","17-1-000","legal_applied","2020","32","2","2020460003200","2626"
"232386:17-1-000:legal_applied:2020","legal_applied:33","232386","長久手市","17-1-000","legal_applied","2020","33","1","2020460003300","534"
"232386:17-1-000:legal_applied:2020","legal_applied:33","232386","長久手市","17-1-000","legal_applied","2020","33","2","2020460003300","2626"
"233021:17-1-000:legal_applied:2020","legal_applied:10","233021","東郷町","17-1-000","legal_applied","2020","10","1","2020460001000","535"
"233021:17-1-000:legal_applied:2020","legal_applied:10","233021","東郷町","17-1-000","legal_applied","2020","10","2","2020460001000","2627"
"233021:17-1-000:legal_applied:2020","legal_applied:20","233021","東郷町","17-1-000","legal_applied","2020","20","1","2020460002000","3398"
"233021:17-1-000:legal_applied:2020","legal_applied:20","233021","東郷町","17-1-000","legal_applied","2020","20","2","2020460002000","8353"
"233021:17-1-000:legal_applied:2020","legal_applied:21","233021","東郷町","17-1-000","legal_applied","2020","21","1","2020460002100","3398"
"233021:17-1-000:legal_applied:2020","legal_applied:21","233021","東郷町","17-1-000","legal_applied","2020","21","2","2020460002100","8353"
"233021:17-1-000:legal_applied:2020","legal_applied:32","233021","東郷町","17-1-000","legal_applied","2020","32","1","2020460003200","535"
"233021:17-1-000:legal_applied:2020","legal_applied:32","233021","東郷町","17-1-000","legal_applied","2020","32","2","2020460003200","2627"
"233021:17-1-000:legal_applied:2020","legal_applied:33","233021","東郷町","17-1-000","legal_applied","2020","33","1","2020460003300","535"
"233021:17-1-000:legal_applied:2020","legal_applied:33","233021","東郷町","17-1-000","legal_applied","2020","33","2","2020460003300","2627"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:10","233421","豊山町","17-1-000","non_legal_applied","2020","10","1","2020470001000","190"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:10","233421","豊山町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1704"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:26","233421","豊山町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2477"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:26","233421","豊山町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6278"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:32","233421","豊山町","17-1-000","non_legal_applied","2020","32","1","2020470003200","190"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:32","233421","豊山町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1704"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:33","233421","豊山町","17-1-000","non_legal_applied","2020","33","1","2020470003300","190"
"233421:17-1-000:non_legal_applied:2020","non_legal_applied:33","233421","豊山町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1704"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:10","233617","大口町","17-1-000","non_legal_applied","2020","10","1","2020470001000","191"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:10","233617","大口町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1705"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:26","233617","大口町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2478"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:26","233617","大口町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6279"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:32","233617","大口町","17-1-000","non_legal_applied","2020","32","1","2020470003200","191"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:32","233617","大口町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1705"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:33","233617","大口町","17-1-000","non_legal_applied","2020","33","1","2020470003300","191"
"233617:17-1-000:non_legal_applied:2020","non_legal_applied:33","233617","大口町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1705"
"233625:17-1-000:legal_applied:2020","legal_applied:10","233625","扶桑町","17-1-000","legal_applied","2020","10","1","2020460001000","536"
"233625:17-1-000:legal_applied:2020","legal_applied:10","233625","扶桑町","17-1-000","legal_applied","2020","10","2","2020460001000","2628"
"233625:17-1-000:legal_applied:2020","legal_applied:20","233625","扶桑町","17-1-000","legal_applied","2020","20","1","2020460002000","3399"
"233625:17-1-000:legal_applied:2020","legal_applied:20","233625","扶桑町","17-1-000","legal_applied","2020","20","2","2020460002000","8354"
"233625:17-1-000:legal_applied:2020","legal_applied:21","233625","扶桑町","17-1-000","legal_applied","2020","21","1","2020460002100","3399"
"233625:17-1-000:legal_applied:2020","legal_applied:21","233625","扶桑町","17-1-000","legal_applied","2020","21","2","2020460002100","8354"
"233625:17-1-000:legal_applied:2020","legal_applied:32","233625","扶桑町","17-1-000","legal_applied","2020","32","1","2020460003200","536"
"233625:17-1-000:legal_applied:2020","legal_applied:32","233625","扶桑町","17-1-000","legal_applied","2020","32","2","2020460003200","2628"
"233625:17-1-000:legal_applied:2020","legal_applied:33","233625","扶桑町","17-1-000","legal_applied","2020","33","1","2020460003300","536"
"233625:17-1-000:legal_applied:2020","legal_applied:33","233625","扶桑町","17-1-000","legal_applied","2020","33","2","2020460003300","2628"
"234249:17-1-000:legal_applied:2020","legal_applied:10","234249","大治町","17-1-000","legal_applied","2020","10","1","2020460001000","537"
"234249:17-1-000:legal_applied:2020","legal_applied:10","234249","大治町","17-1-000","legal_applied","2020","10","2","2020460001000","2629"
"234249:17-1-000:legal_applied:2020","legal_applied:20","234249","大治町","17-1-000","legal_applied","2020","20","1","2020460002000","3400"
"234249:17-1-000:legal_applied:2020","legal_applied:20","234249","大治町","17-1-000","legal_applied","2020","20","2","2020460002000","8355"
"234249:17-1-000:legal_applied:2020","legal_applied:21","234249","大治町","17-1-000","legal_applied","2020","21","1","2020460002100","3400"
"234249:17-1-000:legal_applied:2020","legal_applied:21","234249","大治町","17-1-000","legal_applied","2020","21","2","2020460002100","8355"
"234249:17-1-000:legal_applied:2020","legal_applied:32","234249","大治町","17-1-000","legal_applied","2020","32","1","2020460003200","537"
"234249:17-1-000:legal_applied:2020","legal_applied:32","234249","大治町","17-1-000","legal_applied","2020","32","2","2020460003200","2629"
"234249:17-1-000:legal_applied:2020","legal_applied:33","234249","大治町","17-1-000","legal_applied","2020","33","1","2020460003300","537"
"234249:17-1-000:legal_applied:2020","legal_applied:33","234249","大治町","17-1-000","legal_applied","2020","33","2","2020460003300","2629"
"234257:17-1-000:legal_applied:2020","legal_applied:10","234257","蟹江町","17-1-000","legal_applied","2020","10","1","2020460001000","538"
"234257:17-1-000:legal_applied:2020","legal_applied:10","234257","蟹江町","17-1-000","legal_applied","2020","10","2","2020460001000","2630"
"234257:17-1-000:legal_applied:2020","legal_applied:20","234257","蟹江町","17-1-000","legal_applied","2020","20","1","2020460002000","3401"
"234257:17-1-000:legal_applied:2020","legal_applied:20","234257","蟹江町","17-1-000","legal_applied","2020","20","2","2020460002000","8356"
"234257:17-1-000:legal_applied:2020","legal_applied:21","234257","蟹江町","17-1-000","legal_applied","2020","21","1","2020460002100","3401"
"234257:17-1-000:legal_applied:2020","legal_applied:21","234257","蟹江町","17-1-000","legal_applied","2020","21","2","2020460002100","8356"
"234257:17-1-000:legal_applied:2020","legal_applied:32","234257","蟹江町","17-1-000","legal_applied","2020","32","1","2020460003200","538"
"234257:17-1-000:legal_applied:2020","legal_applied:32","234257","蟹江町","17-1-000","legal_applied","2020","32","2","2020460003200","2630"
"234257:17-1-000:legal_applied:2020","legal_applied:33","234257","蟹江町","17-1-000","legal_applied","2020","33","1","2020460003300","538"
"234257:17-1-000:legal_applied:2020","legal_applied:33","234257","蟹江町","17-1-000","legal_applied","2020","33","2","2020460003300","2630"
"234419:17-1-000:legal_applied:2020","legal_applied:10","234419","阿久比町","17-1-000","legal_applied","2020","10","1","2020460001000","539"
"234419:17-1-000:legal_applied:2020","legal_applied:10","234419","阿久比町","17-1-000","legal_applied","2020","10","2","2020460001000","2631"
"234419:17-1-000:legal_applied:2020","legal_applied:20","234419","阿久比町","17-1-000","legal_applied","2020","20","1","2020460002000","3402"
"234419:17-1-000:legal_applied:2020","legal_applied:20","234419","阿久比町","17-1-000","legal_applied","2020","20","2","2020460002000","8357"
"234419:17-1-000:legal_applied:2020","legal_applied:21","234419","阿久比町","17-1-000","legal_applied","2020","21","1","2020460002100","3402"
"234419:17-1-000:legal_applied:2020","legal_applied:21","234419","阿久比町","17-1-000","legal_applied","2020","21","2","2020460002100","8357"
"234419:17-1-000:legal_applied:2020","legal_applied:32","234419","阿久比町","17-1-000","legal_applied","2020","32","1","2020460003200","539"
"234419:17-1-000:legal_applied:2020","legal_applied:32","234419","阿久比町","17-1-000","legal_applied","2020","32","2","2020460003200","2631"
"234419:17-1-000:legal_applied:2020","legal_applied:33","234419","阿久比町","17-1-000","legal_applied","2020","33","1","2020460003300","539"
"234419:17-1-000:legal_applied:2020","legal_applied:33","234419","阿久比町","17-1-000","legal_applied","2020","33","2","2020460003300","2631"
"234427:17-1-000:legal_applied:2020","legal_applied:10","234427","東浦町","17-1-000","legal_applied","2020","10","1","2020460001000","540"
"234427:17-1-000:legal_applied:2020","legal_applied:10","234427","東浦町","17-1-000","legal_applied","2020","10","2","2020460001000","2632"
"234427:17-1-000:legal_applied:2020","legal_applied:20","234427","東浦町","17-1-000","legal_applied","2020","20","1","2020460002000","3403"
"234427:17-1-000:legal_applied:2020","legal_applied:20","234427","東浦町","17-1-000","legal_applied","2020","20","2","2020460002000","8358"
"234427:17-1-000:legal_applied:2020","legal_applied:21","234427","東浦町","17-1-000","legal_applied","2020","21","1","2020460002100","3403"
"234427:17-1-000:legal_applied:2020","legal_applied:21","234427","東浦町","17-1-000","legal_applied","2020","21","2","2020460002100","8358"
"234427:17-1-000:legal_applied:2020","legal_applied:32","234427","東浦町","17-1-000","legal_applied","2020","32","1","2020460003200","540"
"234427:17-1-000:legal_applied:2020","legal_applied:32","234427","東浦町","17-1-000","legal_applied","2020","32","2","2020460003200","2632"
"234427:17-1-000:legal_applied:2020","legal_applied:33","234427","東浦町","17-1-000","legal_applied","2020","33","1","2020460003300","540"
"234427:17-1-000:legal_applied:2020","legal_applied:33","234427","東浦町","17-1-000","legal_applied","2020","33","2","2020460003300","2632"
"234478:17-1-000:legal_applied:2020","legal_applied:10","234478","武豊町","17-1-000","legal_applied","2020","10","1","2020460001000","541"
"234478:17-1-000:legal_applied:2020","legal_applied:10","234478","武豊町","17-1-000","legal_applied","2020","10","2","2020460001000","2633"
"234478:17-1-000:legal_applied:2020","legal_applied:20","234478","武豊町","17-1-000","legal_applied","2020","20","1","2020460002000","3404"
"234478:17-1-000:legal_applied:2020","legal_applied:20","234478","武豊町","17-1-000","legal_applied","2020","20","2","2020460002000","8359"
"234478:17-1-000:legal_applied:2020","legal_applied:21","234478","武豊町","17-1-000","legal_applied","2020","21","1","2020460002100","3404"
"234478:17-1-000:legal_applied:2020","legal_applied:21","234478","武豊町","17-1-000","legal_applied","2020","21","2","2020460002100","8359"
"234478:17-1-000:legal_applied:2020","legal_applied:32","234478","武豊町","17-1-000","legal_applied","2020","32","1","2020460003200","541"
"234478:17-1-000:legal_applied:2020","legal_applied:32","234478","武豊町","17-1-000","legal_applied","2020","32","2","2020460003200","2633"
"234478:17-1-000:legal_applied:2020","legal_applied:33","234478","武豊町","17-1-000","legal_applied","2020","33","1","2020460003300","541"
"234478:17-1-000:legal_applied:2020","legal_applied:33","234478","武豊町","17-1-000","legal_applied","2020","33","2","2020460003300","2633"
"235016:17-1-000:legal_applied:2020","legal_applied:10","235016","幸田町","17-1-000","legal_applied","2020","10","1","2020460001000","542"
"235016:17-1-000:legal_applied:2020","legal_applied:10","235016","幸田町","17-1-000","legal_applied","2020","10","2","2020460001000","2634"
"235016:17-1-000:legal_applied:2020","legal_applied:20","235016","幸田町","17-1-000","legal_applied","2020","20","1","2020460002000","3405"
"235016:17-1-000:legal_applied:2020","legal_applied:20","235016","幸田町","17-1-000","legal_applied","2020","20","2","2020460002000","8360"
"235016:17-1-000:legal_applied:2020","legal_applied:21","235016","幸田町","17-1-000","legal_applied","2020","21","1","2020460002100","3405"
"235016:17-1-000:legal_applied:2020","legal_applied:21","235016","幸田町","17-1-000","legal_applied","2020","21","2","2020460002100","8360"
"235016:17-1-000:legal_applied:2020","legal_applied:32","235016","幸田町","17-1-000","legal_applied","2020","32","1","2020460003200","542"
"235016:17-1-000:legal_applied:2020","legal_applied:32","235016","幸田町","17-1-000","legal_applied","2020","32","2","2020460003200","2634"
"235016:17-1-000:legal_applied:2020","legal_applied:33","235016","幸田町","17-1-000","legal_applied","2020","33","1","2020460003300","542"
"235016:17-1-000:legal_applied:2020","legal_applied:33","235016","幸田町","17-1-000","legal_applied","2020","33","2","2020460003300","2634"
"242012:17-1-000:legal_applied:2020","legal_applied:10","242012","津市","17-1-000","legal_applied","2020","10","1","2020460001000","543"
"242012:17-1-000:legal_applied:2020","legal_applied:10","242012","津市","17-1-000","legal_applied","2020","10","2","2020460001000","2635"
"242012:17-1-000:legal_applied:2020","legal_applied:20","242012","津市","17-1-000","legal_applied","2020","20","1","2020460002000","3406"
"242012:17-1-000:legal_applied:2020","legal_applied:20","242012","津市","17-1-000","legal_applied","2020","20","2","2020460002000","8361"
"242012:17-1-000:legal_applied:2020","legal_applied:21","242012","津市","17-1-000","legal_applied","2020","21","1","2020460002100","3406"
"242012:17-1-000:legal_applied:2020","legal_applied:21","242012","津市","17-1-000","legal_applied","2020","21","2","2020460002100","8361"
"242012:17-1-000:legal_applied:2020","legal_applied:32","242012","津市","17-1-000","legal_applied","2020","32","1","2020460003200","543"
"242012:17-1-000:legal_applied:2020","legal_applied:32","242012","津市","17-1-000","legal_applied","2020","32","2","2020460003200","2635"
"242012:17-1-000:legal_applied:2020","legal_applied:33","242012","津市","17-1-000","legal_applied","2020","33","1","2020460003300","543"
"242012:17-1-000:legal_applied:2020","legal_applied:33","242012","津市","17-1-000","legal_applied","2020","33","2","2020460003300","2635"
"242021:17-1-000:legal_applied:2020","legal_applied:10","242021","四日市市","17-1-000","legal_applied","2020","10","1","2020460001000","544"
"242021:17-1-000:legal_applied:2020","legal_applied:10","242021","四日市市","17-1-000","legal_applied","2020","10","2","2020460001000","2636"
"242021:17-1-000:legal_applied:2020","legal_applied:20","242021","四日市市","17-1-000","legal_applied","2020","20","1","2020460002000","3407"
"242021:17-1-000:legal_applied:2020","legal_applied:20","242021","四日市市","17-1-000","legal_applied","2020","20","2","2020460002000","8362"
"242021:17-1-000:legal_applied:2020","legal_applied:21","242021","四日市市","17-1-000","legal_applied","2020","21","1","2020460002100","3407"
"242021:17-1-000:legal_applied:2020","legal_applied:21","242021","四日市市","17-1-000","legal_applied","2020","21","2","2020460002100","8362"
"242021:17-1-000:legal_applied:2020","legal_applied:32","242021","四日市市","17-1-000","legal_applied","2020","32","1","2020460003200","544"
"242021:17-1-000:legal_applied:2020","legal_applied:32","242021","四日市市","17-1-000","legal_applied","2020","32","2","2020460003200","2636"
"242021:17-1-000:legal_applied:2020","legal_applied:33","242021","四日市市","17-1-000","legal_applied","2020","33","1","2020460003300","544"
"242021:17-1-000:legal_applied:2020","legal_applied:33","242021","四日市市","17-1-000","legal_applied","2020","33","2","2020460003300","2636"
"242039:17-1-000:legal_applied:2020","legal_applied:10","242039","伊勢市","17-1-000","legal_applied","2020","10","1","2020460001000","545"
"242039:17-1-000:legal_applied:2020","legal_applied:10","242039","伊勢市","17-1-000","legal_applied","2020","10","2","2020460001000","2637"
"242039:17-1-000:legal_applied:2020","legal_applied:20","242039","伊勢市","17-1-000","legal_applied","2020","20","1","2020460002000","3408"
"242039:17-1-000:legal_applied:2020","legal_applied:20","242039","伊勢市","17-1-000","legal_applied","2020","20","2","2020460002000","8363"
"242039:17-1-000:legal_applied:2020","legal_applied:21","242039","伊勢市","17-1-000","legal_applied","2020","21","1","2020460002100","3408"
"242039:17-1-000:legal_applied:2020","legal_applied:21","242039","伊勢市","17-1-000","legal_applied","2020","21","2","2020460002100","8363"
"242039:17-1-000:legal_applied:2020","legal_applied:32","242039","伊勢市","17-1-000","legal_applied","2020","32","1","2020460003200","545"
"242039:17-1-000:legal_applied:2020","legal_applied:32","242039","伊勢市","17-1-000","legal_applied","2020","32","2","2020460003200","2637"
"242039:17-1-000:legal_applied:2020","legal_applied:33","242039","伊勢市","17-1-000","legal_applied","2020","33","1","2020460003300","545"
