"行識別子","出典ID","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","表番号","行番号","シート名","Excel行番号"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:10","063614","金山町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1608"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:26","063614","金山町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2381"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:26","063614","金山町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6182"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:32","063614","金山町","17-1-000","non_legal_applied","2020","32","1","2020470003200","94"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:32","063614","金山町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1608"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:33","063614","金山町","17-1-000","non_legal_applied","2020","33","1","2020470003300","94"
"063614:17-1-000:non_legal_applied:2020","non_legal_applied:33","063614","金山町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1608"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:10","063622","最上町","17-1-000","non_legal_applied","2020","10","1","2020470001000","95"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:10","063622","最上町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1609"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:26","063622","最上町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2382"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:26","063622","最上町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6183"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:32","063622","最上町","17-1-000","non_legal_applied","2020","32","1","2020470003200","95"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:32","063622","最上町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1609"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:33","063622","最上町","17-1-000","non_legal_applied","2020","33","1","2020470003300","95"
"063622:17-1-000:non_legal_applied:2020","non_legal_applied:33","063622","最上町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1609"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:10","063649","真室川町","17-1-000","non_legal_applied","2020","10","1","2020470001000","96"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:10","063649","真室川町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1610"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:26","063649","真室川町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2383"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:26","063649","真室川町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6184"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:32","063649","真室川町","17-1-000","non_legal_applied","2020","32","1","2020470003200","96"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:32","063649","真室川町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1610"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:33","063649","真室川町","17-1-000","non_legal_applied","2020","33","1","2020470003300","96"
"063649:17-1-000:non_legal_applied:2020","non_legal_applied:33","063649","真室川町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1610"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:10","063819","高畠町","17-1-000","non_legal_applied","2020","10","1","2020470001000","97"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:10","063819","高畠町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1611"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:26","063819","高畠町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2384"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:26","063819","高畠町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6185"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:32","063819","高畠町","17-1-000","non_legal_applied","2020","32","1","2020470003200","97"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:32","063819","高畠町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1611"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:33","063819","高畠町","17-1-000","non_legal_applied","2020","33","1","2020470003300","97"
"063819:17-1-000:non_legal_applied:2020","non_legal_applied:33","063819","高畠町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1611"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:10","063827","川西町","17-1-000","non_legal_applied","2020","10","1","2020470001000","98"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:10","063827","川西町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1612"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:26","063827","川西町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2385"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:26","063827","川西町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6186"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:32","063827","川西町","17-1-000","non_legal_applied","2020","32","1","2020470003200","98"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:32","063827","川西町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1612"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:33","063827","川西町","17-1-000","non_legal_applied","2020","33","1","2020470003300","98"
"063827:17-1-000:non_legal_applied:2020","non_legal_applied:33","063827","川西町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1612"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:10","064017","小国町","17-1-000","non_legal_applied","2020","10","1","2020470001000","99"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:10","064017","小国町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1613"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:26","064017","小国町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2386"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:26","064017","小国町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6187"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:32","064017","小国町","17-1-000","non_legal_applied","2020","32","1","2020470003200","99"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:32","064017","小国町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1613"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:33","064017","小国町","17-1-000","non_legal_applied","2020","33","1","2020470003300","99"
"064017:17-1-000:non_legal_applied:2020","non_legal_applied:33","064017","小国町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1613"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:10","064025","白鷹町","17-1-000","non_legal_applied","2020","10","1","2020470001000","100"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:10","064025","白鷹町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1614"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:26","064025","白鷹町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2387"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:26","064025","白鷹町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6188"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:32","064025","白鷹町","17-1-000","non_legal_applied","2020","32","1","2020470003200","100"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:32","064025","白鷹町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1614"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:33","064025","白鷹町","17-1-000","non_legal_applied","2020","33","1","2020470003300","100"
"064025:17-1-000:non_legal_applied:2020","non_legal_applied:33","064025","白鷹町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1614"
"064289:17-1-000:legal_applied:2020","legal_applied:10","064289","庄内町","17-1-000","legal_applied","2020","10","1","2020460001000","122"
"064289:17-1-000:legal_applied:2020","legal_applied:10","064289","庄内町","17-1-000","legal_applied","2020","10","2","2020460001000","2214"
"064289:17-1-000:legal_applied:2020","legal_applied:20","064289","庄内町","17-1-000","legal_applied","2020","20","1","2020460002000","2985"
"064289:17-1-000:legal_applied:2020","legal_applied:20","064289","庄内町","17-1-000","legal_applied","2020","20","2","2020460002000","7940"
"064289:17-1-000:legal_applied:2020","legal_applied:21","064289","庄内町","17-1-000","legal_applied","2020","21","1","2020460002100","2985"
"064289:17-1-000:legal_applied:2020","legal_applied:21","064289","庄内町","17-1-000","legal_applied","2020","21","2","2020460002100","7940"
"064289:17-1-000:legal_applied:2020","legal_applied:32","064289","庄内町","17-1-000","legal_applied","2020","32","1","2020460003200","122"
"064289:17-1-000:legal_applied:2020","legal_applied:32","064289","庄内町","17-1-000","legal_applied","2020","32","2","2020460003200","2214"
"064289:17-1-000:legal_applied:2020","legal_applied:33","064289","庄内町","17-1-000","legal_applied","2020","33","1","2020460003300","122"
"064289:17-1-000:legal_applied:2020","legal_applied:33","064289","庄内町","17-1-000","legal_applied","2020","33","2","2020460003300","2214"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:10","064611","遊佐町","17-1-000","non_legal_applied","2020","10","1","2020470001000","101"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:10","064611","遊佐町","17-1-000","non_legal_applied","2020","10","2","2020470001000","1615"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:26","064611","遊佐町","17-1-000","non_legal_applied","2020","26","1","2020470002600","2388"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:26","064611","遊佐町","17-1-000","non_legal_applied","2020","26","2","2020470002600","6189"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:32","064611","遊佐町","17-1-000","non_legal_applied","2020","32","1","2020470003200","101"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:32","064611","遊佐町","17-1-000","non_legal_applied","2020","32","2","2020470003200","1615"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:33","064611","遊佐町","17-1-000","non_legal_applied","2020","33","1","2020470003300","101"
"064611:17-1-000:non_legal_applied:2020","non_legal_applied:33","064611","遊佐町","17-1-000","non_legal_applied","2020","33","2","2020470003300","1615"
"069663:17-1-000:legal_applied:2020","legal_applied:10","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","10","1","2020460001000","123"
"069663:17-1-000:legal_applied:2020","legal_applied:10","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","10","2","2020460001000","2215"
"069663:17-1-000:legal_applied:2020","legal_applied:20","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","20","1","2020460002000","2986"
"069663:17-1-000:legal_applied:2020","legal_applied:20","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","20","2","2020460002000","7941"
"069663:17-1-000:legal_applied:2020","legal_applied:21","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","21","1","2020460002100","2986"
"069663:17-1-000:legal_applied:2020","legal_applied:21","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","21","2","2020460002100","7941"
"069663:17-1-000:legal_applied:2020","legal_applied:32","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","32","1","2020460003200","123"
"069663:17-1-000:legal_applied:2020","legal_applied:32","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","32","2","2020460003200","2215"
"069663:17-1-000:legal_applied:2020","legal_applied:33","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","33","1","2020460003300","123"
"069663:17-1-000:legal_applied:2020","legal_applied:33","069663","尾花沢市大石田町環境衛生事業組合（事業会計分）","17-1-000","legal_applied","2020","33","2","2020460003300","2215"
"072010:17-1-000:legal_applied:2020","legal_applied:10","072010","福島市","17-1-000","legal_applied","2020","10","1","2020460001000","124"
"072010:17-1-000:legal_applied:2020","legal_applied:10","072010","福島市","17-1-000","legal_applied","2020","10","2","2020460001000","2216"
"072010:17-1-000:legal_applied:2020","legal_applied:20","072010","福島市","17-1-000","legal_applied","2020","20","1","2020460002000","2987"
"072010:17-1-000:legal_applied:2020","legal_applied:20","072010","福島市","17-1-000","legal_applied","2020","20","2","2020460002000","7942"
"072010:17-1-000:legal_applied:2020","legal_applied:21","072010","福島市","17-1-000","legal_applied","2020","21","1","2020460002100","2987"
"072010:17-1-000:legal_applied:2020","legal_applied:21","072010","福島市","17-1-000","legal_applied","2020","21","2","2020460002100","7942"
"072010:17-1-000:legal_applied:2020","legal_applied:32","072010","福島市","17-1-000","legal_applied","2020","32","1","2020460003200","124"
"072010:17-1-000:legal_applied:2020","legal_applied:32","072010","福島市","17-1-000","legal_applied","2020","32","2","2020460003200","2216"
"072010:17-1-000:legal_applied:2020","legal_applied:33","072010","福島市","17-1-000","legal_applied","2020","33","1","2020460003300","124"
"072010:17-1-000:legal_applied:2020","legal_applied:33","072010","福島市","17-1-000","legal_applied","2020","33","2","2020460003300","2216"
"072028:17-1-000:legal_applied:2020","legal_applied:10","072028","会津若松市","17-1-000","legal_applied","2020","10","1","2020460001000","125"
"072028:17-1-000:legal_applied:2020","legal_applied:10","072028","会津若松市","17-1-000","legal_applied","2020","10","2","2020460001000","2217"
"072028:17-1-000:legal_applied:2020","legal_applied:20","072028","会津若松市","17-1-000","legal_applied","2020","20","1","2020460002000","2988"
"072028:17-1-000:legal_applied:2020","legal_applied:20","072028","会津若松市","17-1-000","legal_applied","2020","20","2","2020460002000","7943"
"072028:17-1-000:legal_applied:2020","legal_applied:21","072028","会津若松市","17-1-000","legal_applied","2020","21","1","2020460002100","2988"
"072028:17-1-000:legal_applied:2020","legal_applied:21","072028","会津若松市","17-1-000","legal_applied","2020","21","2","2020460002100","7943"
"072028:17-1-000:legal_applied:2020","legal_applied:32","072028","会津若松市","17-1-000","legal_applied","2020","32","1","2020460003200","125"
"072028:17-1-000:legal_applied:2020","legal_applied:32","072028","会津若松市","17-1-000","legal_applied","2020","32","2","2020460003200","2217"
"072028:17-1-000:legal_applied:2020","legal_applied:33","072028","会津若松市","17-1-000","legal_applied","2020","33","1","2020460003300","125"
"072028:17-1-000:legal_applied:2020","legal_applied:33","072028","会津若松市","17-1-000","legal_applied","2020","33","2","2020460003300","2217"
"072036:17-1-000:legal_applied:2020","legal_applied:10","072036","郡山市","17-1-000","legal_applied","2020","10","1","2020460001000","126"
"072036:17-1-000:legal_applied:2020","legal_applied:10","072036","郡山市","17-1-000","legal_applied","2020","10","2","2020460001000","2218"
"072036:17-1-000:legal_applied:2020","legal_applied:20","072036","郡山市","17-1-000","legal_applied","2020","20","1","2020460002000","2989"
"072036:17-1-000:legal_applied:2020","legal_applied:20","072036","郡山市","17-1-000","legal_applied","2020","20","2","2020460002000","7944"
"072036:17-1-000:legal_applied:2020","legal_applied:21","072036","郡山市","17-1-000","legal_applied","2020","21","1","2020460002100","2989"
"072036:17-1-000:legal_applied:2020","legal_applied:21","072036","郡山市","17-1-000","legal_applied","2020","21","2","2020460002100","7944"
"072036:17-1-000:legal_applied:2020","legal_applied:32","072036","郡山市","17-1-000","legal_applied","2020","32","1","2020460003200","126"
"072036:17-1-000:legal_applied:2020","legal_applied:32","072036","郡山市","17-1-000","legal_applied","2020","32","2","2020460003200","2218"
"072036:17-1-000:legal_applied:2020","legal_applied:33","072036","郡山市","17-1-000","legal_applied","2020","33","1","2020460003300","126"
"072036:17-1-000:legal_applied:2020","legal_applied:33","072036","郡山市","17-1-000","legal_applied","2020","33","2","2020460003300","2218"
"072044:17-1-000:legal_applied:2020","legal_applied:10","072044","いわき市","17-1-000","legal_applied","2020","10","1","2020460001000","127"
"072044:17-1-000:legal_applied:2020","legal_applied:10","072044","いわき市","17-1-000","legal_applied","2020","10","2","2020460001000","2219"
"072044:17-1-000:legal_applied:2020","legal_applied:20","072044","いわき市","17-1-000","legal_applied","2020","20","1","2020460002000","2990"
"072044:17-1-000:legal_applied:2020","legal_applied:20","072044","いわき市","17-1-000","legal_applied","2020","20","2","2020460002000","7945"
"072044:17-1-000:legal_applied:2020","legal_applied:21","072044","いわき市","17-1-000","legal_applied","2020","21","1","2020460002100","2990"
"072044:17-1-000:legal_applied:2020","legal_applied:21","072044","いわき市","17-1-000","legal_applied","2020","21","2","2020460002100","7945"
"072044:17-1-000:legal_applied:2020","legal_applied:32","072044","いわき市","17-1-000","legal_applied","2020","32","1","2020460003200","127"
"072044:17-1-000:legal_applied:2020","legal_applied:32","072044","いわき市","17-1-000","legal_applied","2020","32","2","2020460003200","2219"
"072044:17-1-000:legal_applied:2020","legal_applied:33","072044","いわき市","17-1-000","legal_applied","2020","33","1","2020460003300","127"
"072044:17-1-000:legal_applied:2020","legal_applied:33","072044","いわき市","17-1-000","legal_applied","2020","33","2","2020460003300","2219"
"072052:17-1-000:legal_applied:2020","legal_applied:10","072052","白河市","17-1-000","legal_applied","2020","10","1","2020460001000","128"
"072052:17-1-000:legal_applied:2020","legal_applied:10","072052","白河市","17-1-000","legal_applied","2020","10","2","2020460001000","2220"
"072052:17-1-000:legal_applied:2020","legal_applied:20","072052","白河市","17-1-000","legal_applied","2020","20","1","2020460002000","2991"
"072052:17-1-000:legal_applied:2020","legal_applied:20","072052","白河市","17-1-000","legal_applied","2020","20","2","2020460002000","7946"
"072052:17-1-000:legal_applied:2020","legal_applied:21","072052","白河市","17-1-000","legal_applied","2020","21","1","2020460002100","2991"
"072052:17-1-000:legal_applied:2020","legal_applied:21","072052","白河市","17-1-000","legal_applied","2020","21","2","2020460002100","7946"
"072052:17-1-000:legal_applied:2020","legal_applied:32","072052","白河市","17-1-000","legal_applied","2020","32","1","2020460003200","128"
"072052:17-1-000:legal_applied:2020","legal_applied:32","072052","白河市","17-1-000","legal_applied","2020","32","2","2020460003200","2220"
"072052:17-1-000:legal_applied:2020","legal_applied:33","072052","白河市","17-1-000","legal_applied","2020","33","1","2020460003300","128"
"072052:17-1-000:legal_applied:2020","legal_applied:33","072052","白河市","17-1-000","legal_applied","2020","33","2","2020460003300","2220"
"072079:17-1-000:legal_applied:2020","legal_applied:10","072079","須賀川市","17-1-000","legal_applied","2020","10","1","2020460001000","129"
"072079:17-1-000:legal_applied:2020","legal_applied:10","072079","須賀川市","17-1-000","legal_applied","2020","10","2","2020460001000","2221"
"072079:17-1-000:legal_applied:2020","legal_applied:20","072079","須賀川市","17-1-000","legal_applied","2020","20","1","2020460002000","2992"
"072079:17-1-000:legal_applied:2020","legal_applied:20","072079","須賀川市","17-1-000","legal_applied","2020","20","2","2020460002000","7947"
"072079:17-1-000:legal_applied:2020","legal_applied:21","072079","須賀川市","17-1-000","legal_applied","2020","21","1","2020460002100","2992"
"072079:17-1-000:legal_applied:2020","legal_applied:21","072079","須賀川市","17-1-000","legal_applied","2020","21","2","2020460002100","7947"
"072079:17-1-000:legal_applied:2020","legal_applied:32","072079","須賀川市","17-1-000","legal_applied","2020","32","1","2020460003200","129"
"072079:17-1-000:legal_applied:2020","legal_applied:32","072079","須賀川市","17-1-000","legal_applied","2020","32","2","2020460003200","2221"
"072079:17-1-000:legal_applied:2020","legal_applied:33","072079","須賀川市","17-1-000","legal_applied","2020","33","1","2020460003300","129"
"072079:17-1-000:legal_applied:2020","legal_applied:33","072079","須賀川市","17-1-000","legal_applied","2020","33","2","2020460003300","2221"
"072087:17-1-000:legal_applied:2020","legal_applied:10","072087","喜多方市","17-1-000","legal_applied","2020","10","1","2020460001000","130"
"072087:17-1-000:legal_applied:2020","legal_applied:10","072087","喜多方市","17-1-000","legal_applied","2020","10","2","2020460001000","2222"
"072087:17-1-000:legal_applied:2020","legal_applied:20","072087","喜多方市","17-1-000","legal_applied","2020","20","1","2020460002000","2993"
"072087:17-1-000:legal_applied:2020","legal_applied:20","072087","喜多方市","17-1-000","legal_applied","2020","20","2","2020460002000","7948"
"072087:17-1-000:legal_applied:2020","legal_applied:21","072087","喜多方市","17-1-000","legal_applied","2020","21","1","2020460002100","2993"
"072087:17-1-000:legal_applied:2020","legal_applied:21","072087","喜多方市","17-1-000","legal_applied","2020","21","2","2020460002100","7948"
"072087:17-1-000:legal_applied:2020","legal_applied:32","072087","喜多方市","17-1-000","legal_applied","2020","32","1","2020460003200","130"
"072087:17-1-000:legal_applied:2020","legal_applied:32","072087","喜多方市","17-1-000","legal_applied","2020","32","2","2020460003200","2222"
"072087:17-1-000:legal_applied:2020","legal_applied:33","072087","喜多方市","17-1-000","legal_applied","2020","33","1","2020460003300","130"
"072087:17-1-000:legal_applied:2020","legal_applied:33","072087","喜多方市","17-1-000","legal_applied","2020","33","2","2020460003300","2222"
"072095:17-1-000:legal_applied:2020","legal_applied:10","072095","相馬市","17-1-000","legal_applied","2020","10","1","2020460001000","131"
"072095:17-1-000:legal_applied:2020","legal_applied:10","072095","相馬市","17-1-000","legal_applied","2020","10","2","2020460001000","2223"
"072095:17-1-000:legal_applied:2020","legal_applied:20","072095","相馬市","17-1-000","legal_applied","2020","20","1","2020460002000","2994"
"072095:17-1-000:legal_applied:2020","legal_applied:20","072095","相馬市","17-1-000","legal_applied","2020","20","2","2020460002000","7949"
"072095:17-1-000:legal_applied:2020","legal_applied:21","072095","相馬市","17-1-000","legal_applied","2020","21","1","2020460002100","2994"
"072095:17-1-000:legal_applied:2020","legal_applied:21","072095","相馬市","17-1-000","legal_applied","2020","21","2","2020460002100","7949"
"072095:17-1-000:legal_applied:2020","legal_applied:32","072095","相馬市","17-1-000","legal_applied","2020","32","1","2020460003200","131"
"072095:17-1-000:legal_applied:2020","legal_applied:32","072095","相馬市","17-1-000","legal_applied","2020","32","2","2020460003200","2223"
"072095:17-1-000:legal_applied:2020","legal_applied:33","072095","相馬市","17-1-000","legal_applied","2020","33","1","2020460003300","131"
"072095:17-1-000:legal_applied:2020","legal_applied:33","072095","相馬市","17-1-000","legal_applied","2020","33","2","2020460003300","2223"
"072109:17-1-000:legal_applied:2020","legal_applied:10","072109","二本松市","17-1-000","legal_applied","2020","10","1","2020460001000","132"
"072109:17-1-000:legal_applied:2020","legal_applied:10","072109","二本松市","17-1-000","legal_applied","2020","10","2","2020460001000","2224"
"072109:17-1-000:legal_applied:2020","legal_applied:20","072109","二本松市","17-1-000","legal_applied","2020","20","1","2020460002000","2995"
"072109:17-1-000:legal_applied:2020","legal_applied:20","072109","二本松市","17-1-000","legal_applied","2020","20","2","2020460002000","7950"
"072109:17-1-000:legal_applied:2020","legal_applied:21","072109","二本松市","17-1-000","legal_applied","2020","21","1","2020460002100","2995"
"072109:17-1-000:legal_applied:2020","legal_applied:21","072109","二本松市","17-1-000","legal_applied","2020","21","2","2020460002100","7950"
"072109:17-1-000:legal_applied:2020","legal_applied:32","072109","二本松市","17-1-000","legal_applied","2020","32","1","2020460003200","132"
"072109:17-1-000:legal_applied:2020","legal_applied:32","072109","二本松市","17-1-000","legal_applied","2020","32","2","2020460003200","2224"
"072109:17-1-000:legal_applied:2020","legal_applied:33","072109","二本松市","17-1-000","legal_applied","2020","33","1","2020460003300","132"
"072109:17-1-000:legal_applied:2020","legal_applied:33","072109","二本松市","17-1-000","legal_applied","2020","33","2","2020460003300","2224"
"072117:17-1-000:legal_applied:2020","legal_applied:10","072117","田村市","17-1-000","legal_applied","2020","10","1","2020460001000","133"
"072117:17-1-000:legal_applied:2020","legal_applied:10","072117","田村市","17-1-000","legal_applied","2020","10","2","2020460001000","2225"
"072117:17-1-000:legal_applied:2020","legal_applied:20","072117","田村市","17-1-000","legal_applied","2020","20","1","2020460002000","2996"
"072117:17-1-000:legal_applied:2020","legal_applied:20","072117","田村市","17-1-000","legal_applied","2020","20","2","2020460002000","7951"
"072117:17-1-000:legal_applied:2020","legal_applied:21","072117","田村市","17-1-000","legal_applied","2020","21","1","2020460002100","2996"
"072117:17-1-000:legal_applied:2020","legal_applied:21","072117","田村市","17-1-000","legal_applied","2020","21","2","2020460002100","7951"
"072117:17-1-000:legal_applied:2020","legal_applied:32","072117","田村市","17-1-000","legal_applied","2020","32","1","2020460003200","133"
"072117:17-1-000:legal_applied:2020","legal_applied:32","072117","田村市","17-1-000","legal_applied","2020","32","2","2020460003200","2225"
"072117:17-1-000:legal_applied:2020","legal_applied:33","072117","田村市","17-1-000","legal_applied","2020","33","1","2020460003300","133"
"072117:17-1-000:legal_applied:2020","legal_applied:33","072117","田村市","17-1-000","legal_applied","2020","33","2","2020460003300","2225"
"072125:17-1-000:legal_applied:2020","legal_applied:10","072125","南相馬市","17-1-000","legal_applied","2020","10","1","2020460001000","134"
"072125:17-1-000:legal_applied:2020","legal_applied:10","072125","南相馬市","17-1-000","legal_applied","2020","10","2","2020460001000","2226"
"072125:17-1-000:legal_applied:2020","legal_applied:20","072125","南相馬市","17-1-000","legal_applied","2020","20","1","2020460002000","2997"
"072125:17-1-000:legal_applied:2020","legal_applied:20","072125","南相馬市","17-1-000","legal_applied","2020","20","2","2020460002000","7952"
"072125:17-1-000:legal_applied:2020","legal_applied:21","072125","南相馬市","17-1-000","legal_applied","2020","21","1","2020460002100","2997"
"072125:17-1-000:legal_applied:2020","legal_applied:21","072125","南相馬市","17-1-000","legal_applied","2020","21","2","2020460002100","7952"
"072125:17-1-000:legal_applied:2020","legal_applied:32","072125","南相馬市","17-1-000","legal_applied","2020","32","1","2020460003200","134"
"072125:17-1-000:legal_applied:2020","legal_applied:32","072125","南相馬市","17-1-000","legal_applied","2020","32","2","2020460003200","2226"
"072125:17-1-000:legal_applied:2020","legal_applied:33","072125","南相馬市","17-1-000","legal_applied","2020","33","1","2020460003300","134"
"072125:17-1-000:legal_applied:2020","legal_applied:33","072125","南相馬市","17-1-000","legal_applied","2020","33","2","2020460003300","2226"
"072133:17-1-000:legal_applied:2020","legal_applied:10","072133","伊達市","17-1-000","legal_applied","2020","10","1","2020460001000","135"
"072133:17-1-000:legal_applied:2020","legal_applied:10","072133","伊達市","17-1-000","legal_applied","2020","10","2","2020460001000","2227"
"072133:17-1-000:legal_applied:2020","legal_applied:20","072133","伊達市","17-1-000","legal_applied","2020","20","1","2020460002000","2998"
"072133:17-1-000:legal_applied:2020","legal_applied:20","072133","伊達市","17-1-000","legal_applied","2020","20","2","2020460002000","7953"
"072133:17-1-000:legal_applied:2020","legal_applied:21","072133","伊達市","17-1-000","legal_applied","2020","21","1","2020460002100","2998"
"072133:17-1-000:legal_applied:2020","legal_applied:21","072133","伊達市","17-1-000","legal_applied","2020","21","2","2020460002100","7953"
"072133:17-1-000:legal_applied:2020","legal_applied:32","072133","伊達市","17-1-000","legal_applied","2020","32","1","2020460003200","135"
"072133:17-1-000:legal_applied:2020","legal_applied:32","072133","伊達市","17-1-000","legal_applied","2020","32","2","2020460003200","2227"
"072133:17-1-000:legal_applied:2020","legal_applied:33","072133","伊達市","17-1-000","legal_applied","2020","33","1","2020460003300","135"
"072133:17-1-000:legal_applied:2020","legal_applied:33","072133","伊達市","17-1-000","legal_applied","2020","33","2","2020460003300","2227"
"072141:17-1-000:legal_applied:2020","legal_applied:10","072141","本宮市","17-1-000","legal_applied","2020","10","1","2020460001000","136"
"072141:17-1-000:legal_applied:2020","legal_applied:10","072141","本宮市","17-1-000","legal_applied","2020","10","2","2020460001000","2228"
"072141:17-1-000:legal_applied:2020","legal_applied:20","072141","本宮市","17-1-000","legal_applied","2020","20","1","2020460002000","2999"
"072141:17-1-000:legal_applied:2020","legal_applied:20","072141","本宮市","17-1-000","legal_applied","2020","20","2","2020460002000","7954"
"072141:17-1-000:legal_applied:2020","legal_applied:21","072141","本宮市","17-1-000","legal_applied","2020","21","1","2020460002100","2999"
"072141:17-1-000:legal_applied:2020","legal_applied:21","072141","本宮市","17-1-000","legal_applied","2020","21","2","2020460002100","7954"
